Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
China Merchants Holdings,7.57,1.028,0.7078,13.299,1432,Industrials,Other Transportation,Asia,Hong Kong,Hong Kong,,Jing Tao Bai,http://www.forbes.com/companies/china-merchants-holdings/,0.053222047,0.688521401
Dassault Aviation,10.374,4.041,0.4193,14.434,1433,Industrials,Aerospace & Defense,Europe,France,France,,?ric Trappier,http://www.forbes.com/companies/dassault-aviation/,0.029049467,0.103761445
UBI Banca,3.572,4.606,-0.9183,118.537,1434,Financials,Regional Banks,Europe,Italy,Italy,,Letizia Brichetto Arnaboldi Moratti,http://www.forbes.com/companies/ubi-banca/,-0.007746948,-0.199370386
Bajaj Auto,12.765,3.48,0.578,3.069,1435,Consumer Discretionary,Recreational Products,Asia,India,India,,Rajivnayan R. Bajaj,http://www.forbes.com/companies/bajaj-auto/,0.188334963,0.166091954
Sabesp,7.361,4.044,0.8455,11.617,1436,Utilities,Diversified Utilities,South America,Brazil,Brazil,,Jerson Kelman,http://www.forbes.com/companies/sabesp/,0.072781269,0.209075173
Steel Dynamics,8.54,7.777,0.3821,6.424,1437,Materials,Iron & Steel,North America,United States,Indiana,Indiana,Mark D. Millett,http://www.forbes.com/companies/steel-dynamics/,0.059480075,0.049132056
Ramsay Health Care,10.51,6.564,0.3579,5.929,1438,Health Care,Healthcare Services,Australia,Australia,Australia,,Christopher Paul Rex,http://www.forbes.com/companies/ramsay-health-care/,0.060364311,0.05452468
Equinix,31.126,3.612,0.1244,12.608,1439,Information Technology,Computer Services,North America,United States,California,California,Stephen M. Smith,http://www.forbes.com/companies/equinix/,0.009866751,0.034440753
Coach,11.121,4.547,0.5111,4.679,1440,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,New York,New York,Victor Luís,http://www.forbes.com/companies/coach/,0.109232742,0.112403783
Cosmo Energy Holdings,1.445,19.68,0.2008,13.483,1441,Energy,Oil & Gas Operations,Asia,Japan,Japan,,Yaichi Kimura,http://www.forbes.com/companies/cosmo-energy-holdings/,0.014892828,0.010203252
ISS,7.233,11.758,0.3292,6.965,1441,Consumer Discretionary,Business & Personal Services,Europe,Denmark,Denmark,,Jeff Olsen Gravenhorst,http://www.forbes.com/companies/iss/,0.047264896,0.027997959
Coca-Cola HBC,9.388,6.881,0.3831,6.924,1443,Consumer Staples,Beverages,Europe,Switzerland,Switzerland,,Dimitris Lois,http://www.forbes.com/companies/coca-cola-hbc/,0.055329289,0.055675047
Goodman Group,10.802,1.114,0.6781,9.281,1443,Financials,Real Estate,Australia,Australia,Australia,,Gregory Leith Goodman,http://www.forbes.com/companies/goodman-group/,0.073063247,0.608707361
Aeroports de Paris,11.935,3.26,0.4812,11.172,1445,Industrials,Other Transportation,Europe,France,France,,Augustin Pascal de Romanet de Beaune,http://www.forbes.com/companies/aeroports-de-paris/,0.043071966,0.147607362
E-mart,5.539,12.737,0.3243,12.774,1446,Consumer Discretionary,Discount Stores,Asia,South Korea,South Korea,,Hae-Sung Kim,http://www.forbes.com/companies/e-mart/,0.025387506,0.025461255
RiseSun Real Estate Development,7.318,4.113,0.448,19.195,1446,Industrials,Construction Services,Asia,China,China,,Shan Liu,http://www.forbes.com/companies/risesun-real-estate-development/,0.023339411,0.108922927
China National Chemical,6.507,8.366,0.3675,12.453,1448,Industrials,Construction Services,Asia,China,China,,Jin Bo Yu,http://www.forbes.com/companies/china-national-chemical/,0.029510961,0.043927803
Acciona,4.576,6.612,0.3894,18.361,1449,Industrials,Construction Services,Europe,Spain,Spain,,José Manuel Entrecanales Domecq,http://www.forbes.com/companies/acciona/,0.021207995,0.058892922
Fastenal,14.53,3.962,0.4995,2.669,1449,Consumer Discretionary,Home Improvement Retail,North America,United States,Minnesota,Minnesota,Daniel L. Florness,http://www.forbes.com/companies/fastenal/,0.187148745,0.126072691
Hyundai Glovis,4.743,13.223,0.4358,6.597,1451,Industrials,Other Transportation,Asia,South Korea,South Korea,,Kyeong-Bae Kim,http://www.forbes.com/companies/hyundai-glovis/,0.06606033,0.032957725
Hanesbrands,7.755,6.028,0.5394,6.908,1452,Consumer Discretionary,Apparel/Accessories,North America,United States,North Carolina,North Carolina,"Gerald W. Evans, Jr.",http://www.forbes.com/companies/hanesbrands/,0.078083382,0.089482415
Penske Automotive,3.78,20.118,0.3429,8.861,1453,Consumer Discretionary,Specialty Stores,North America,United States,Michigan,Michigan,"Roger S. Penske, Sr.",http://www.forbes.com/companies/penske-automotive/,0.038697664,0.017044438
Shoprite Holdings,7.871,9.447,0.344,3.987,1454,Consumer Staples,Food Retail,Africa,South Africa,South Africa,,Pieter Christiaan Engelbrecht,http://www.forbes.com/companies/shoprite-holdings/,0.086280411,0.036413676
Gjensidige Forsikring,7.368,3.406,0.5561,15.709,1455,Financials,Property & Casualty Insurance,Europe,Norway,Norway,,Helge Leiro Baastad,http://www.forbes.com/companies/gjensidige-forsikring/,0.035400089,0.163270699
McCormick,12.417,4.425,0.4724,4.751,1456,Consumer Staples,Food Processing,North America,United States,Maryland,Maryland,Lawrence Erik Kurzius,http://www.forbes.com/companies/mccormick/,0.099431699,0.106757062
Shanghai Commercial & Savings Bank,4.113,1.326,0.3643,51.097,1457,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Yi-Jen Chiou,http://www.forbes.com/companies/shanghai-commercial-savings-bank/,0.007129577,0.274736048
Shiseido,10.534,7.825,0.2954,8.111,1457,Consumer Staples,Household/Personal Care,Asia,Japan,Japan,,Masahiko Uotani,http://www.forbes.com/companies/shiseido/,0.036419677,0.037750799
AVIC Capita,8.132,1.41,0.3498,23.01,1459,Financials,Investment Services,Asia,China,China,,Da En Lu,http://www.forbes.com/companies/avic-capita/,0.015202086,0.248085106
Melco International Development,2.841,3.073,1.3354,13.369,1460,Financials,Consumer Financial Services,Asia,Hong Kong,Hong Kong,,Yau Lung Ho,http://www.forbes.com/companies/melco-international-development/,0.0998878,0.434559063
Citrix Systems,13.001,3.418,0.5361,6.39,1461,Information Technology,Software & Programming,North America,United States,Florida,Florida,Kirill Tatarinov,http://www.forbes.com/companies/citrix-systems/,0.083896714,0.156846109
Goldcorp,12.605,3.517,0.1669,21.497,1461,Materials,Diversified Metals & Mining,North America,Canada,Canada,,David A. Garofalo,http://www.forbes.com/companies/goldcorp/,0.007763874,0.047455218
Realty Income,16.337,1.112,0.3156,13.153,1463,Financials,Real Estate,North America,United States,California,California,John P. Case,http://www.forbes.com/companies/realty-income/,0.023994526,0.28381295
AECOM Technology,5.129,17.472,0.1637,13.509,1464,Industrials,Construction Services,North America,United States,California,California,Michael S. Burke,http://www.forbes.com/companies/aecom-technology/,0.012117847,0.009369277
ITV,10.76,4.134,0.5977,4.427,1465,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,United Kingdom,,Adam Alexander Crozier,http://www.forbes.com/companies/itv/,0.135012424,0.144581519
Cheniere Energy,11.282,1.287,-0.61,23.703,1466,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Jack A. Fusco,http://www.forbes.com/companies/cheniere-energy/,-0.025735139,-0.473970474
Banco Popular Espanol,3.589,4.259,-3.8555,156.025,1467,Financials,Regional Banks,Europe,Spain,Spain,,Pedro Antonio Larena Landeta,http://www.forbes.com/companies/banco-popular-espanol/,-0.024710784,-0.905259451
Agile Property Holdings,3.529,7.067,0.3412,18.955,1468,Financials,Real Estate,Asia,China,China,,Zhuo Chen,http://www.forbes.com/companies/agile-property-holdings/,0.018000528,0.048280741
NCC Group,2.645,6.183,0.9356,2.858,1468,Industrials,Construction Services,Europe,Sweden,Sweden,,Peter Wågström,http://www.forbes.com/companies/ncc-group/,0.327361791,0.15131813
Oji Holdings,4.348,13.006,0.0927,16.068,1470,Materials,Paper & Paper Products,Asia,Japan,Japan,,Kiyotaka Shindo,http://www.forbes.com/companies/oji-holdings/,0.005769231,0.00712748
Korean Air,2.58,10.112,-0.4869,19.835,1471,Industrials,Airline,Asia,South Korea,South Korea,,Chang-Hoon Chi,http://www.forbes.com/companies/korean-air/,-0.024547517,-0.048150712
Hong Leong Financial,4.197,2.046,0.3712,47.456,1472,Financials,Investment Services,Asia,Malaysia,Malaysia,,Kong Khoon Tan,http://www.forbes.com/companies/hong-leong-financial/,0.007821982,0.181427175
Smurfit Kappa Group,6.029,9.027,0.49,9.588,1472,Materials,Paper & Paper Products,Europe,Ireland,Ireland,,Anthony Paul James Smurfit,http://www.forbes.com/companies/smurfit-kappa-group/,0.051105549,0.0542816
Abu Dhabi Islamic Bank,3.398,1.757,0.4488,33.295,1474,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Tirad Marouf Mahmoud,http://www.forbes.com/companies/abu-dhabi-islamic-bank/,0.013479501,0.255435401
Hyosung,3.93,10.282,0.3926,11.691,1474,Materials,Diversified Metals & Mining,Asia,South Korea,South Korea,,Seok-Rae Cho,http://www.forbes.com/companies/hyosung/,0.033581387,0.038183233
Aozora Bank,4.087,1.13,0.4046,41.132,1476,Financials,Regional Banks,Asia,Japan,Japan,,Shinsuke Baba,http://www.forbes.com/companies/aozora-bank/,0.009836624,0.358053097
Ashtead Group,10.461,4.028,0.6438,7.491,1477,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,United Kingdom,,Geoffrey Drabble,http://www.forbes.com/companies/ashtead-group/,0.085943132,0.159831182
Storebrand,2.893,5.114,0.2522,60.357,1478,Financials,Diversified Insurance,Europe,Norway,Norway,,Odd Arild Grefstad,http://www.forbes.com/companies/storebrand/,0.004178471,0.049315604
Persimmon,8.206,4.232,0.8437,5.121,1479,Industrials,Construction Services,Europe,United Kingdom,United Kingdom,,Jeff Fairburn,http://www.forbes.com/companies/persimmon/,0.164752978,0.199362004
Ingredion,8.585,5.703,0.4815,5.782,1480,Consumer Staples,Food Processing,North America,United States,Illinois,Illinois,Ilene S. Gordon,http://www.forbes.com/companies/ingredion/,0.083275683,0.084429248
KB Insurance,1.627,8.177,0.2583,23.741,1481,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Jong-Hee Yang,http://www.forbes.com/companies/kb-insurance/,0.010879912,0.031588602
Sistema,3.684,10.782,-0.0446,18.087,1481,Telecommunication Services,Telecommunications services,Asia,Russia,Russia,,Mikhail Valerievich Shamolin,http://www.forbes.com/companies/sistema/,-0.002465859,-0.004136524
Taishin Financial Holdings,3.902,1.439,0.3535,48.931,1483,Financials,Investment Services,Asia,Taiwan,Taiwan,,Joseph Jao,http://www.forbes.com/companies/taishin-financial-holdings/,0.007224459,0.245656706
Yamaguchi Financial,2.606,1.471,0.2987,87.474,1484,Financials,Regional Banks,Asia,Japan,Japan,,Koichi Fukuda,http://www.forbes.com/companies/yamaguchi-financial/,0.003414729,0.203059143
Mizrahi Tefahot Bank,3.919,1.93,0.3298,59.879,1485,Financials,Regional Banks,Asia,Israel,Israel,,Eldad Fresher,http://www.forbes.com/companies/mizrahi-tefahot-bank/,0.005507774,0.170880829
Meritz Financial Group,1.523,6.691,0.2178,30.857,1486,Financials,Diversified Insurance,Asia,South Korea,South Korea,,Yong-Beom Kim,http://www.forbes.com/companies/meritz-financial-group/,0.007058366,0.032551188
Kangmei Pharmaceutical,13.367,3.198,0.496,7.947,1487,Health Care,Pharmaceuticals,Asia,China,China,,Xing Tian Ma,http://www.forbes.com/companies/kangmei-pharmaceutical/,0.062413489,0.155096936
IHI,5.116,13.983,0.2452,14.729,1488,Industrials,Heavy Equipment,Asia,Japan,Japan,,Tamotsu Saito,http://www.forbes.com/companies/ihi/,0.01664743,0.017535579
Scripps Networks Interactive,10.004,3.401,0.6736,6.418,1489,Consumer Discretionary,Broadcasting & Cable,North America,United States,Tennessee,Tennessee,Kenneth Wayne Lowe,http://www.forbes.com/companies/scripps-networks-interactive/,0.104954815,0.198059394
Hang Lung Group,6.055,1.865,0.4783,24.039,1490,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Nan Lok Chen,http://www.forbes.com/companies/hang-lung-group/,0.019896834,0.256461126
Waters,12.557,2.167,0.5215,4.662,1490,,Precision Healthcare Equipment,North America,United States,Massachusetts,Massachusetts,Christopher James O'Connell,http://www.forbes.com/companies/waters/,0.111861862,0.240655284
SEIBU,5.839,4.733,0.7235,13.62,1492,Consumer Discretionary,Business & Personal Services,Asia,Japan,Japan,,Takashi Goto,http://www.forbes.com/companies/seibu/,0.053120411,0.152862878
China Longyuan Power,6.361,3.355,0.516,19.953,1493,Utilities,Diversified Utilities,Asia,China,China,,Bao Qiao,http://www.forbes.com/companies/china-longyuan-power/,0.025860773,0.153800298
Adient,6.263,16.642,-1.521,11.257,1494,Consumer Discretionary,Auto & Truck Parts,Europe,Ireland,Ireland,,Robert Bruce McDonald,http://www.forbes.com/companies/adient/,-0.135115928,-0.091395265
Blom Bank,2.58,2.353,0.4583,29.52,1495,Financials,Regional Banks,Asia,Lebanon,Lebanon,,Elias E. Aractingi,http://www.forbes.com/companies/blom-bank/,0.015525068,0.194772631
Hokuhoku Financial Group,2.003,1.653,0.279,104.854,1496,Financials,Regional Banks,Asia,Japan,Japan,,Eishin Ihori,http://www.forbes.com/companies/hokuhoku-financial-group/,0.002660843,0.168784029
Jiangsu Hengrui Medicine,18.657,1.639,0.3897,2.062,1497,Health Care,Pharmaceuticals,Asia,China,China,,Yun Zhou,http://www.forbes.com/companies/jiangsu-hengrui-medicine/,0.188991271,0.237766931
Ametek,12.455,3.84,0.5122,7.101,1498,Industrials,Electrical Equipment,North America,United States,Pennsylvania,Pennsylvania,David A. Zapico,http://www.forbes.com/companies/ametek/,0.072130686,0.133385417
STMicroelectronics,13.681,6.976,0.1667,8.008,1499,Information Technology,Semiconductors,Europe,Switzerland,Switzerland,,Carlo Bozotti,http://www.forbes.com/companies/stmicroelectronics/,0.020816683,0.023896216
Dangote Cement,9.144,2.371,0.7452,4.851,1500,Materials,Construction Materials,Africa,Nigeria,Nigeria,,Onne van der Weijde,http://www.forbes.com/companies/dangote-cement/,0.153617811,0.314297765
SDIC Essence,8.23,1.617,0.3858,18.546,1500,Consumer Staples,Household/Personal Care,Asia,China,China,,Yao Bin Zhu,http://www.forbes.com/companies/sdic-essence/,0.020802329,0.238589981
Wärtsilä,10.806,5.311,0.3894,5.686,1502,Industrials,Heavy Equipment,Europe,Finland,Finland,,Jaakko-Veikko Eskola,http://www.forbes.com/companies/wartsila/,0.068483996,0.073319526
Oi,0.952,7.458,-1.9919,25.247,1503,Telecommunication Services,Telecommunications services,South America,Brazil,Brazil,,Marco Norci Schroeder,http://www.forbes.com/companies/oi/,-0.078896503,-0.267082328
Maxim Integrated Products,12.727,2.234,0.5002,3.948,1504,Information Technology,Semiconductors,North America,United States,California,California,Tunç Doluca,http://www.forbes.com/companies/maxim-integrated-products/,0.126697062,0.223903312
Chow Tai Fook Jewellery,10.09,6.442,0.3358,6.862,1505,Consumer Discretionary,Apparel/Accessories,Asia,Hong Kong,Hong Kong,,Siu Kee Wong,http://www.forbes.com/companies/chow-tai-fook-jewellery/,0.04893617,0.052126669
Shimano,13.638,2.973,0.469,3.806,1506,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Yozo Shimano,http://www.forbes.com/companies/shimano/,0.123226484,0.157753111
Bank Muscat,2.818,1.393,0.4586,28.104,1507,Financials,Regional Banks,Asia,Oman,Oman,,Abdul Razak Ali Issa,http://www.forbes.com/companies/bank-muscat/,0.016317962,0.329217516
Concordia Financial Group,5.74,0.303,0.0582,164.122,1507,Financials,Regional Banks,Asia,Japan,Japan,,,http://www.forbes.com/companies/concordia-financial-group/,0.000354614,0.192079208
Thai Oil,4.393,7.787,0.6015,6.093,1509,Energy,Oil & Gas Operations,Asia,Thailand,Thailand,,Atikom Terbsiri,http://www.forbes.com/companies/thai-oil/,0.098719842,0.077244125
Axiata Group,10.198,5.206,0.1217,15.713,1510,Telecommunication Services,Telecommunications services,Asia,Malaysia,Malaysia,,Jamaludin bin Ibrahim,http://www.forbes.com/companies/axiata-group/,0.007745179,0.023376873
Turkish Airlines,2.007,9.745,-0.0155,18.52,1511,Industrials,Airline,Europe,Turkey,Turkey,,Temel Kotil,http://www.forbes.com/companies/turkish-airlines/,-0.000836933,-0.001590559
Moscow Exchange,4.364,0.652,0.3758,40.003,1512,Financials,Investment Services,Asia,Russia,Russia,,Alexander Konstantinovich Afanasiev,http://www.forbes.com/companies/moscow-exchange/,0.009394295,0.576380368
Adani Ports & Special Economic Zone,11.209,1.202,0.5492,5.965,1513,Industrials,Other Transportation,Asia,India,India,,Karan Gautambhai Adani,http://www.forbes.com/companies/adani-ports-special-economic-zone/,0.092070411,0.456905158
News Corp,7.273,8.144,-0.363,14.527,1514,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Robert James Thomson,http://www.forbes.com/companies/news-corp/,-0.024987953,-0.044572692
Metalurgica Gerdau,1.407,10.801,-0.395,16.825,1515,Materials,Iron & Steel,South America,Brazil,Brazil,,Claudio Gerdau Johannpeter,http://www.forbes.com/companies/metalurgica-gerdau/,-0.023476969,-0.036570688
Packaging Corp of America,8.577,5.779,0.4451,5.777,1516,Materials,Forest Products,North America,United States,Illinois,Illinois,Mark W. Kowlzan,http://www.forbes.com/companies/packaging-corp-amer/,0.07704691,0.077020246
Oceanwide Holdings,6.945,3.364,0.41,21.708,1517,Industrials,Construction Services,Asia,China,China,,Dong Zheng,http://www.forbes.com/companies/oceanwide-holdings/,0.018887046,0.121878716
China Communications Services,4.341,13.309,0.3825,9.007,1518,Telecommunication Services,Telecommunications services,Asia,China,China,,Fang Han,http://www.forbes.com/companies/china-communications-services/,0.04246697,0.02873995
Hertz Global Holdings,1.284,9.132,-0.492,19.155,1518,Financials,Rental & Leasing,North America,United States,Florida,Florida,Kathryn V. Marinello,http://www.forbes.com/companies/hertz-global-holdings/,-0.0256852,-0.053876478
Fresnillo,14.83,1.909,0.4321,4.29,1520,Materials,Diversified Metals & Mining,North America,Mexico,Mexico,,Octavio Alvidrez,http://www.forbes.com/companies/fresnillo/,0.100722611,0.226348874
DSV,9.329,10.066,0.2477,5.726,1521,Industrials,Trucking,Europe,Denmark,Denmark,,Jens Bjørn Andersen,http://www.forbes.com/companies/dsv/,0.043258819,0.02460759
Alpha Bank,2.9,4.577,0.0457,68.424,1522,Financials,Regional Banks,Europe,Greece,Greece,,Demetrios P. Mantzounis,http://www.forbes.com/companies/alpha-bank/,0.000667894,0.009984706
FleetCor Technologies,13.433,1.832,0.4492,9.627,1523,Consumer Discretionary,Business & Personal Services,North America,United States,Georgia,Georgia,Ronald F. Clarke,http://www.forbes.com/companies/fleetcor-technologies/,0.046660434,0.245196507
IDBI Bank,2.414,4.838,-0.5485,56.591,1524,Financials,Regional Banks,Asia,India,India,,"Mahesh Kumar Jain, CFA",http://www.forbes.com/companies/idbi-bank/,-0.009692354,-0.113373295
EMS-Chemie Holding,13.614,2.013,0.4555,1.953,1525,Materials,Specialized Chemicals,Europe,Switzerland,Switzerland,,Magdalena Martullo-Blocher,http://www.forbes.com/companies/ems-chemie-holding/,0.233230927,0.226279185
Whitbread,9.139,4.368,0.5702,6.026,1526,Consumer Discretionary,Restaurants,Europe,United Kingdom,United Kingdom,,Alison Brittain,http://www.forbes.com/companies/whitbread/,0.094623299,0.130540293
Albemarle,11.733,2.885,0.5087,8.161,1527,Materials,Specialized Chemicals,North America,United States,Louisiana,Louisiana,"Luke C. Kissam, IV",http://www.forbes.com/companies/albemarle/,0.062333047,0.176325823
Taiwan Mobile,12.748,3.617,0.475,4.697,1527,Telecommunication Services,Telecommunications services,Asia,Taiwan,Taiwan,,Chun Ching Cheng,http://www.forbes.com/companies/taiwan-mobile/,0.10112838,0.131324302
NEX Group,2.694,0.694,0.1069,146.289,1529,Financials,Investment Services,Europe,United Kingdom,United Kingdom,,Michael Alan Spencer,http://www.forbes.com/companies/nex-group/,0.000730745,0.154034582
Suruga Bank,4.415,1.3,0.3705,38.486,1529,Financials,Regional Banks,Asia,Japan,Japan,,Mitsuyoshi Okano,http://www.forbes.com/companies/suruga-bank/,0.009626877,0.285
Compal Electronics,2.834,23.776,0.2521,10.767,1531,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Jui Tsung Chen,http://www.forbes.com/companies/compal-electronics/,0.023414136,0.010603129
Metropolitan Bank & Trust,5.54,1.967,0.3752,37.761,1531,Financials,Regional Banks,Asia,Philippines,Philippines,,George Ty,http://www.forbes.com/companies/metropolitan-bank-trust/,0.009936178,0.190747331
Mitsui Chemicals,4.754,10.88,0.3624,10.957,1531,Materials,Specialized Chemicals,Asia,Japan,Japan,,Tsutomu Tannowa,http://www.forbes.com/companies/mitsui-chemicals/,0.033074747,0.033308824
TransDigm Group,12.086,3.284,0.4568,10.037,1531,Industrials,Aerospace & Defense,North America,United States,Ohio,Ohio,Nick Howley,http://www.forbes.com/companies/transdigm-group/,0.045511607,0.13909866
NiSource,7.665,4.492,0.3243,18.692,1535,Utilities,Natural Gas Utilities,North America,United States,Indiana,Indiana,Joseph J. Hamrock,http://www.forbes.com/companies/nisource/,0.017349668,0.072195013
Banco BPI,1.647,0.819,0.3465,43.512,1536,Financials,Major Banks,Europe,Portugal,Portugal,,Artur Eduardo Silva,http://www.forbes.com/companies/banco-bpi/,0.00796332,0.423076923
Taiheiyo Cement,4.137,7.372,0.6161,8.888,1536,Materials,Construction Materials,Asia,Japan,Japan,,Shuji Fukuda,http://www.forbes.com/companies/taiheiyo-cement/,0.069318182,0.083572979
Alstom,6.637,7.938,-1.1349,16.321,1538,Industrials,Conglomerates,Europe,France,France,,Henri Poupart-Lafarge,http://www.forbes.com/companies/alstom/,-0.06953618,-0.142970522
Liberty Media Corporation Series A Liberty Formula One,6.823,5.276,0.679,2.995,1538,Consumer Discretionary,Recreational Products,North America,United States,Colorado,Colorado,Gregory B. Maffei,http://www.forbes.com/companies/liberty-media-corporation-series-a-liberty-formula-one/,0.226711185,0.128695982
Lindt & Sprungli,14.583,3.96,0.426,6.4,1540,Consumer Staples,Food Processing,Europe,Switzerland,Switzerland,,Dieter R. Weisskopf,http://www.forbes.com/companies/lindt-sprungli/,0.0665625,0.107575758
Continental Resources,17.271,2.052,-0.3997,14.373,1541,Energy,Oil & Gas Operations,North America,United States,Oklahoma,Oklahoma,Harold G. Hamm,http://www.forbes.com/companies/continental-resources/,-0.027809086,-0.194785575
Vulcan Materials,16.446,3.593,0.395,8.797,1542,Materials,Construction Materials,North America,United States,Alabama,Alabama,J. Thomas Hill,http://www.forbes.com/companies/vulcan-materials/,0.044901671,0.109935987
MISC,7.357,2.317,0.6232,12.517,1543,Industrials,Other Transportation,Asia,Malaysia,Malaysia,,Yang Chien Yee,http://www.forbes.com/companies/misc/,0.049788288,0.268968494
Uniqa,2.374,5.667,0.1638,35.145,1543,Financials,Diversified Insurance,Europe,Austria,Austria,,Andreas Brandstetter,http://www.forbes.com/companies/uniqa/,0.004660691,0.028904182
Companhia Brasileira de Distribuicao,5.87,11.966,-0.1386,13.893,1545,Consumer Staples,Food Retail,South America,Brazil,Brazil,,Ronaldo Iabrudi dos Santos Pereira,http://www.forbes.com/companies/companhia-brasileira-de-distribuicao/,-0.009976247,-0.011582818
Grupo Bolivar,1.438,3.84,0.3939,33.656,1546,Consumer Discretionary,Business & Personal Services,South America,Colombia,Colombia,,Miguel Kotal,http://www.forbes.com/companies/grupo-bolivar/,0.011703708,0.102578125
Hiroshima Bank,2.555,1.256,0.2817,76.432,1546,Financials,Regional Banks,Asia,Japan,Japan,,Isao Sumihiro,http://www.forbes.com/companies/hiroshima-bank/,0.003685629,0.224283439
Yunnan Baiyao Group,13.056,3.401,0.4574,3.424,1548,Health Care,Pharmaceuticals,Asia,China,China,,Pin Yao Yin,http://www.forbes.com/companies/yunnan-baiyao-group/,0.133586449,0.134489856
Alinma Bank,6.011,1.11,0.4005,27.915,1549,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Abdul Mohsin bin Abdul Aziz Al-Fares,http://www.forbes.com/companies/alinma-bank/,0.014347125,0.360810811
Ferrari,13.589,3.435,0.4411,4.06,1550,,,Europe,Italy,Italy,,,http://www.forbes.com/companies/ferrari/,0.10864532,0.128413392
LG Uplus,5.696,9.87,0.4247,9.926,1550,Telecommunication Services,Telecommunications services,Asia,South Korea,South Korea,,Young-Soo Kwon,http://www.forbes.com/companies/lg-uplus/,0.042786621,0.043029382
Ensco,2.784,2.776,0.8742,14.374,1552,Energy,Oil Services & Equipment,Europe,United Kingdom,United Kingdom,,Carl Trowell,http://www.forbes.com/companies/ensco/,0.060818144,0.314913545
Assured Guaranty,4.804,1.396,0.881,14.218,1553,Financials,Diversified Insurance,North America,Bermuda,Bermuda,,Dominic John Frederico,http://www.forbes.com/companies/assured-guaranty/,0.061963708,0.631088825
Banco BPM SpA,4.318,3.176,-1.8603,123.839,1554,Financials,Regional Banks,Europe,Italy,Italy,,Giuseppe Castagna,http://www.forbes.com/companies/banco-bpm-spa/,-0.015021924,-0.585736776
EFG International,1.748,1.07,0.3444,41.638,1554,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Joachim H. Straehle,http://www.forbes.com/companies/efg-international/,0.008271291,0.321869159
Rajesh Exports,2.78,36.282,0.1728,3.476,1556,Consumer Staples,Household/Personal Care,Asia,India,India,,Prashant Jasvantrai Mehta,http://www.forbes.com/companies/rajesh-exports/,0.049712313,0.004762692
Wendel,5.822,9.163,-0.4488,17.204,1557,Financials,Investment Services,Europe,France,France,,Stéphane Bacquaert,http://www.forbes.com/companies/wendel/,-0.026086957,-0.048979592
Spirit AeroSystems,6.849,6.793,0.4694,5.405,1558,Industrials,Aerospace & Defense,North America,United States,Kansas,Kansas,"Thomas C. Gentile, III",http://www.forbes.com/companies/spirit-aerosystems/,0.086845513,0.069100545
Terumo,13.148,4.633,0.359,9.12,1559,Health Care,Medical Equipment & Supplies,Asia,Japan,Japan,,Shinjiro Sato,http://www.forbes.com/companies/terumo/,0.039364035,0.077487589
Office Depot,2.461,12.323,0.38,5.54,1560,Consumer Discretionary,Specialty Stores,North America,United States,Florida,Florida,Gerry P. Smith,http://www.forbes.com/companies/office-depot/,0.068592058,0.030836647
Shizuoka Bank,5.079,1.903,0.2617,102.168,1561,Financials,Regional Banks,Asia,Japan,Japan,,Katsunori Nakanishi,http://www.forbes.com/companies/shizuoka-bank/,0.002561467,0.137519706
Mercuries & Associates,0.56,6.068,0.0635,30.056,1562,Consumer Discretionary,Department Stores,Asia,Taiwan,Taiwan,,Hsiang Li Chen,http://www.forbes.com/companies/mercuries-associates/,0.002112723,0.010464733
Bank Otkritie,4.051,4.865,0.2063,48.34,1563,Financials,Regional Banks,Asia,Russia,Russia,,Evgeniy Leonidovich Dankevich,http://www.forbes.com/companies/bank-otkritie/,0.004267687,0.042404933
Foshan Haitian Flavouring and Food Company,13.982,1.86,0.428,1.938,1563,Consumer Staples,Food Processing,Asia,China,China,,Pang Kang,http://www.forbes.com/companies/foshan-haitian-flavouring-and-food/,0.220846233,0.230107527
Staples,6.362,19.768,-1.384,8.271,1563,Consumer Discretionary,Specialty Stores,North America,United States,Massachusetts,Massachusetts,Shira D. Goodman,http://www.forbes.com/companies/staples/,-0.167331641,-0.070012141
Zhengzhou Yutong Bus,6.925,5.372,0.6087,5.058,1563,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,China,,Bo Niu,http://www.forbes.com/companies/zhengzhou-yutong-bus/,0.120344009,0.113309754
Industrial Securities,7.504,1.302,0.4121,17.428,1567,Financials,Investment Services,Asia,China,China,,Rong Lan,http://www.forbes.com/companies/industrial-securities/,0.023645857,0.316513057
