Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Aldar Properties,5.972,1.334,0.7041,9.84,1708,Financials,Real Estate,Asia,United Arab Emirates,United Arab Emirates,,Mohammed Al-Mubarak,http://www.forbes.com/companies/aldar-properties/,0.071554878,0.527811094
Securitas,5.955,9.585,0.2888,4.835,1709,Consumer Discretionary,Business & Personal Services,Europe,Sweden,Sweden,,Alf Göransson,http://www.forbes.com/companies/securitas/,0.059731127,0.030130412
Cablevision Systems,9.304,6.51,0.1754,7.141,1710,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,James Dolan,http://www.forbes.com/companies/cablevision/,0.024562386,0.026943164
Red Star Macalline Group,4.224,1.409,0.652,12.811,1711,Financials,Real Estate,Asia,China,China,,Jian Che,http://www.forbes.com/companies/red-star-macalline-group/,0.050893763,0.462739532
Banco BPI,1.766,2.821,0.2621,44.183,1712,Financials,Regional Banks,Europe,Portugal,Portugal,,Artur Eduardo Silva,http://www.forbes.com/companies/banco-bpi/,0.005932146,0.092910315
LG Uplus,4.144,9.538,0.3105,10.192,1712,Telecommunication Services,Telecommunications services,Asia,South Korea,South Korea,,Young-Soo Kwon,http://www.forbes.com/companies/lg-uplus/,0.030465071,0.032553995
Interactive Brokers Group,2.57,1.575,0.095,50.186,1714,Financials,Investment Services,North America,United States,Connecticut,Connecticut,Thomas Peterffy,http://www.forbes.com/companies/interactive-brokers-group/,0.001892958,0.06031746
International Flavors & Fragrances,9.628,3.023,0.4117,3.721,1715,Materials,Specialized Chemicals,North America,United States,New York,New York,Andreas Fibig,http://www.forbes.com/companies/international-flavors-fragrances/,0.1106423,0.136189216
Showa Shell Sekiyu,3.95,17.987,-0.2269,7.961,1715,Energy,Oil & Gas Operations,Asia,Japan,Japan,,Tsuyoshi Kameoka,http://www.forbes.com/companies/showa-shell-sekiyu/,-0.028501445,-0.012614666
SK Networks,1.431,17.985,0.0649,6.996,1717,Industrials,Trading Companies,Asia,South Korea,South Korea,,Duk-Kyu Moon,http://www.forbes.com/companies/sk-networks/,0.00927673,0.003608563
Supervalu,1.436,17.947,0.165,4.643,1718,Consumer Staples,Food Retail,North America,United States,Minnesota,Minnesota,Mark Gross,http://www.forbes.com/companies/supervalu/,0.035537368,0.009193737
Corporacion Geo,0.237,0.036,1.2567,0.88,1719,Financials,Real Estate,North America,Mexico,Mexico,,Luis Lascurain,http://www.forbes.com/companies/corporacion-geo/,1.428068182,34.90833333
Doha Bank,2.636,1.025,0.3591,23.252,1720,Financials,Regional Banks,Asia,Qatar,Qatar,,Raghavan Seetharaman,http://www.forbes.com/companies/doha-bank/,0.015443833,0.350341463
Dongxing Securities,9.537,1.301,0.3252,11.27,1721,Financials,Investment Services,Asia,China,China,,Qing Wei,http://www.forbes.com/companies/dongxing-securities/,0.028855368,0.249961568
DGB Financial Group,1.383,2.638,0.2599,43.713,1722,Financials,Regional Banks,Asia,South Korea,South Korea,,In-Gyoo Park,http://www.forbes.com/companies/dgb-financial-group/,0.0059456,0.098521607
GPT Group,6.681,0.518,0.6501,8.008,1723,Financials,Real Estate,Australia,Australia,Australia,,Bob Johnston,http://www.forbes.com/companies/gpt-group/,0.081181319,1.255019305
Areva,1.804,4.656,-2.0593,31.489,1724,Utilities,Diversified Utilities,Europe,France,France,,Bernard Fontana,http://www.forbes.com/companies/areva/,-0.06539744,-0.442289519
Vertex Pharmaceuticals,21.387,1.032,-0.5581,2.499,1725,Health Care,Biotechs,North America,United States,Massachusetts,Massachusetts,Jeffrey Leiden,http://www.forbes.com/companies/vertex-pharmaceuticals/,-0.223329332,-0.540794574
DIA,3.542,9.898,0.3318,3.782,1726,Consumer Discretionary,Discount Stores,Europe,Spain,Spain,,Ricardo De Don Pablos,http://www.forbes.com/companies/dia/,0.087731359,0.033521924
Toho Bank,0.859,0.554,0.1502,47.933,1726,Financials,Regional Banks,Asia,Japan,Japan,,Seishi Kitamura,http://www.forbes.com/companies/toho-bank/,0.003133541,0.271119134
Ulta Salon Cosmetcs & Fragrance,12.864,3.924,0.32,2.231,1726,Consumer Discretionary,Specialty Stores,North America,United States,Illinois,Illinois,Mary Dillon,http://www.forbes.com/companies/ulta-salon-cosmetics-fragrance/,0.143433438,0.081549439
Nippon Steel Trading,1.104,16.503,0.1425,5.736,1729,Materials,Diversified Metals & Mining,Asia,Japan,Japan,,Ichiro Miyasaka,http://www.forbes.com/companies/nippon-steel-trading/,0.024843096,0.008634794
BayWa,1.195,16.465,0.0535,6.558,1730,Consumer Discretionary,Specialty Stores,Europe,Germany,Germany,,Klaus Lutz,http://www.forbes.com/companies/baywa/,0.008157975,0.003249317
Derwent London,5.071,0.314,1.1706,7.463,1731,Financials,Real Estate,Europe,United Kingdom,United Kingdom,,Keiji Tokuue,http://www.forbes.com/companies/derwent-london/,0.156853812,3.728025478
Hanergy Thin Film Power Group,21.028,0.363,-1.578,1.609,1732,Utilities,Electric Utilities,Asia,Hong Kong,Hong Kong,,Ming Dai,http://www.forbes.com/companies/hanergy-thin-film-power-group/,-0.980733375,-4.347107438
Yes Bank,5.535,2.228,0.3267,21.755,1732,Financials,Regional Banks,Asia,India,India,,Rana Kapoor,http://www.forbes.com/companies/yes-bank/,0.015017237,0.146633752
Nanto Bank,0.789,0.615,0.0748,46.737,1734,Financials,Regional Banks,Asia,Japan,Japan,,Yasuo Ueno,http://www.forbes.com/companies/nanto-bank/,0.001600445,0.121626016
"Banco del Caribe, C.A. Banco Universal",0.082,2.017,0.502,14.716,1735,Financials,Regional Banks,South America,Venezuela,Venezuela,,Juan Dao,http://www.forbes.com/companies/banco-del-caribe-ca-banco-universal/,0.034112531,0.248884482
WPG Holdings,1.771,16.235,0.1707,5.451,1735,Information Technology,Electronics,Asia,Taiwan,Taiwan,,Fu Yeh,http://www.forbes.com/companies/wpg-holdings/,0.031315355,0.010514321
X5 Retail Group,5.539,13.129,0.2327,5.612,1737,Consumer Staples,Food Retail,Asia,Russia,Russia,,Igor Shekhterman,http://www.forbes.com/companies/x5-retail-group/,0.041464718,0.017724122
Focus Media Information Technology,20.856,1.324,0.0005,0.098,1738,Information Technology,Computer Hardware,Asia,China,China,,Xian Yi,http://www.forbes.com/companies/focus-media-information-technology/,0.005102041,0.000377644
Orkla,8.502,4.113,0.4103,6.128,1739,Industrials,Conglomerates,Europe,Norway,Norway,,Peter Ruzicka,http://www.forbes.com/companies/orkla/,0.066954961,0.099756868
Angang Steel,4.641,8.371,-0.72,13.657,1740,Materials,Iron & Steel,Asia,China,China,,Xiao Zhang,http://www.forbes.com/companies/angang-steel/,-0.052720217,-0.086011229
Desarrolladora Homex,0.177,0.024,1.1601,0.84,1741,Industrials,Construction Services,North America,Mexico,Mexico,,Gerardo Nicolás Gutiérrez,http://www.forbes.com/companies/desarrolladora-homex/,1.381071429,48.3375
Endo,7.548,3.269,-1.5086,19.35,1741,Health Care,Pharmaceuticals,Europe,Ireland,Ireland,,Rajiv Silva,http://www.forbes.com/companies/endo/,-0.077963824,-0.461486693
Hyakugo Bank,1.004,0.668,0.1139,46.033,1743,Financials,Regional Banks,Asia,Japan,Japan,,Tsuyoshi Ueda,http://www.forbes.com/companies/hyakugo-bank/,0.002474312,0.170508982
People's United Financial,5,1.407,0.263,39.181,1743,Financials,Thrifts & Mortgage Finance,North America,United States,Connecticut,Connecticut,John Barnes,http://www.forbes.com/companies/peoples-united-financial/,0.006712437,0.18692253
Far Eastern New Century,4.117,6.864,0.253,15.793,1745,Materials,Diversified Chemicals,Asia,Taiwan,Taiwan,,Hsu Hsu,http://www.forbes.com/companies/far-eastern-new-century/,0.016019756,0.036858974
Liberbank,1.174,1.253,0.1353,45.772,1745,Financials,Regional Banks,Europe,Spain,Spain,,Manuel Menéndez,http://www.forbes.com/companies/liberbank/,0.002955956,0.107980846
Harman International,6.28,6.546,0.3435,5.823,1747,Consumer Discretionary,Consumer Electronics,North America,United States,Connecticut,Connecticut,Dinesh Paliwal,http://www.forbes.com/companies/harman-international/,0.058990211,0.052474794
Pacific Corp,12.095,5.002,0.2301,5.243,1747,,,Asia,South Korea,South Korea,,Jung-Ki Baek,http://www.forbes.com/companies/pacific-corp/,0.043887088,0.046001599
Microchip Technology,10.626,2.159,0.3562,5.447,1749,Information Technology,Semiconductors,North America,United States,Arizona,Arizona,Steve Sanghi,http://www.forbes.com/companies/microchip-technology/,0.065393795,0.164983789
First Pacific,2.661,6.437,0.0851,17.593,1750,Financials,Investment Services,Asia,Hong Kong,Hong Kong,,Victorico Vargas,http://www.forbes.com/companies/first-pacific/,0.004837151,0.013220444
Ogaki Kyoritsu Bank,1.132,0.957,0.1376,44.94,1750,Financials,Regional Banks,Asia,Japan,Japan,,Takashi Tsuchiya,http://www.forbes.com/companies/ogaki-kyoritsu-bank/,0.00306186,0.143782654
Taiwan Business Bank,1.501,0.971,0.161,44.932,1752,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Rueen-Fong Chu,http://www.forbes.com/companies/taiwan-business-bank/,0.003583192,0.165808445
Youngor Group,5.705,2.607,0.7156,9.662,1752,Consumer Discretionary,Apparel/Accessories,Asia,China,China,,Ping Qian,http://www.forbes.com/companies/youngor-group/,0.074063341,0.274491753
Travis Perkins,6.581,9.078,0.2561,7.122,1754,Consumer Discretionary,Home Improvement Retail,Europe,United Kingdom,United Kingdom,,John Carter,http://www.forbes.com/companies/travis-perkins/,0.035959,0.02821106
Senshu Ikeda Holdings,1.098,0.865,0.1498,44.816,1755,Financials,Regional Banks,Asia,Japan,Japan,,Kazuyuki Kataoka,http://www.forbes.com/companies/senshu-ikeda-holdings/,0.003342556,0.173179191
Virgin Money Holdings,2.281,1.387,0.1699,44.555,1756,Financials,Regional Banks,Europe,United Kingdom,United Kingdom,,Jayne-Anne Gadhia,http://www.forbes.com/companies/virgin-money-holdings/,0.003813265,0.122494593
Banco de Chile,3.664,3.878,0.1473,44.162,1757,Financials,Regional Banks,South America,Chile,Chile,,Arturo Quiroz,http://www.forbes.com/companies/banco-de-chile/,0.003335447,0.037983497
Damac Properties,4.694,2.149,1.1089,6.384,1757,Financials,Real Estate,Asia,United Arab Emirates,United Arab Emirates,,Ziad El-Chaar,http://www.forbes.com/companies/damac-properties/,0.173699875,0.516007445
Garmin,8.103,2.82,0.4562,4.499,1759,Consumer Discretionary,Consumer Electronics,North America,United States,Kansas,Kansas,Clifton Pemble,http://www.forbes.com/companies/garmin/,0.101400311,0.16177305
IMS Health Holdings,8.817,2.921,0.417,7.459,1759,Information Technology,Computer Services,North America,United States,,,Ari Bousbib,http://www.forbes.com/companies/ims-health-holdings/,0.055905617,0.142759329
Heilan Home,7.542,2.48,0.4903,3.248,1761,Consumer Discretionary,Apparel/Footwear Retail,Asia,China,China,,Dong Gu,http://www.forbes.com/companies/heilan-home/,0.150954433,0.197701613
MGIC Investment,2.507,1.029,1.1081,5.773,1761,Financials,Diversified Insurance,North America,United States,Wisconsin,Wisconsin,Patrick Sinks,http://www.forbes.com/companies/mgic-investment/,0.191945262,1.076870748
Shanghai Chengtou Holding,6.814,1.181,0.5747,6.748,1761,Utilities,Diversified Utilities,Asia,China,China,,Hong An,http://www.forbes.com/companies/shanghai-chengtou-holding/,0.085165975,0.486621507
Two Harbors Investment,2.701,0.828,0.4922,14.601,1761,Financials,Real Estate,North America,United States,Minnesota,Minnesota,Thomas Siering,http://www.forbes.com/companies/two-harbors-investment/,0.03371002,0.594444444
NII Holdings,0.557,1.714,1.1076,2.73,1765,Telecommunication Services,Telecommunications services,North America,United States,Virginia,Virginia,Steven Shindler,http://www.forbes.com/companies/nii-holdings/,0.405714286,0.646207701
Thai Oil,3.872,8.566,0.3554,5.347,1765,Energy,Oil & Gas Operations,Asia,Thailand,Thailand,,Atikom Terbsiri,http://www.forbes.com/companies/thai-oil/,0.066467178,0.04148961
Israel Corp,1.567,5.407,0.4433,10.787,1767,Financials,Investment Services,Asia,Israel,Israel,,Avisar Paz,http://www.forbes.com/companies/israel-corp/,0.041095763,0.081986314
ST Engineering,7.803,4.606,0.3847,5.825,1767,Industrials,Aerospace & Defense,Asia,Singapore,Singapore,,Sy Chong,http://www.forbes.com/companies/st-engineering/,0.066042918,0.083521494
Tingyi Holding,6.494,9.103,0.2564,8.482,1769,Consumer Staples,Food Processing,Asia,China,China,,Hong Wei,http://www.forbes.com/companies/tingyi-holding/,0.03022872,0.028166539
Fortune Brands Home & Security,8.714,4.735,0.3307,4.943,1770,,,North America,United States,Illinois,Illinois,Christopher Klein,http://www.forbes.com/companies/fortune-brands-home-security/,0.066902691,0.069841605
Performance Food Group,2.595,15.27,0.0565,3.412,1770,,,North America,United States,Virginia,Virginia,George Holm,http://www.forbes.com/companies/performance-food-group/,0.016559203,0.003700065
Vereit,8.007,1.551,-0.3164,17.406,1770,Financials,Real Estate,North America,United States,,,Glenn Rufrano,http://www.forbes.com/companies/vereit/,-0.01817764,-0.203997421
BOK Financial,4.066,1.395,0.2852,31.654,1773,Financials,Regional Banks,North America,United States,Oklahoma,Oklahoma,Steven Bradshaw,http://www.forbes.com/companies/bok-financial/,0.00900992,0.204444444
JSW Steel,4.879,8.666,-0.1326,13.012,1773,Materials,Iron & Steel,Asia,India,India,,Sajjan Jindal,http://www.forbes.com/companies/jsw-steel/,-0.010190593,-0.015301177
Daishi Bank,1.303,0.634,0.124,43.312,1775,Financials,Regional Banks,Asia,Japan,Japan,,Fujio Namiki,http://www.forbes.com/companies/daishi-bank/,0.002862948,0.195583596
Tokyo TY Financial Group,0.807,0.647,0.072,43.249,1776,Financials,Regional Banks,Asia,Japan,Japan,,Isao Sakai,http://www.forbes.com/companies/tokyo-ty-financial-group/,0.001664778,0.111282844
Pembina Pipeline,11.244,3.623,0.3173,9.312,1777,Energy,Oil & Gas Operations,North America,Canada,Canada,,Michael Dilger,http://www.forbes.com/companies/pembina-pipeline/,0.034074313,0.087579354
VeriSign,9.651,1.059,0.3752,2.358,1778,Information Technology,Software & Programming,North America,United States,Virginia,Virginia,D James Bidzos,http://www.forbes.com/companies/verisign/,0.159117897,0.354296506
Kingdom Holding,12.234,0.537,0.1885,11.454,1779,Financials,Investment Services,Asia,Saudi Arabia,Saudi Arabia,,"Alwaleed Al-Saud,",http://www.forbes.com/companies/kingdom-holding/,0.016457133,0.351024209
Jones Lang LaSalle,5.449,5.966,0.4384,6.205,1780,Financials,Real Estate,North America,United States,Illinois,Illinois,Colin Dyer,http://www.forbes.com/companies/jones-lang-lasalle/,0.070652699,0.073483071
Shiga Bank,1.165,0.739,0.1445,42.03,1781,Financials,Regional Banks,Asia,Japan,Japan,,Yoshio Daido,http://www.forbes.com/companies/shiga-bank/,0.00343802,0.195534506
Orient,3.616,1.738,0.1688,41.867,1782,Financials,Consumer Financial Services,Asia,Japan,Japan,,Masayuki Saito,http://www.forbes.com/companies/orient/,0.004031815,0.09712313
Catcher Technology,5.568,2.595,0.7911,5.224,1783,Materials,Aluminum,Asia,Taiwan,Taiwan,,Shui Hung,http://www.forbes.com/companies/catcher-technology/,0.151435681,0.304855491
Amdocs,8.509,3.658,0.415,5.054,1784,Information Technology,Software & Programming,North America,United States,Missouri,Missouri,Robert Minicucci,http://www.forbes.com/companies/amdocs/,0.082113178,0.113449973
Saudi Investment Bank,2.441,0.875,0.3125,25.73,1784,Financials,Investment Services,Asia,Saudi Arabia,Saudi Arabia,,Musaed Al-Mineefi,http://www.forbes.com/companies/saudi-investment-bank/,0.012145356,0.357142857
Segro,4.389,0.38,1.0427,8.202,1786,Financials,Real Estate,Europe,United Kingdom,United Kingdom,,David Sleath,http://www.forbes.com/companies/segro/,0.12712753,2.743947368
Halyk Bank,1.075,1.648,0.5387,13.08,1787,Financials,Regional Banks,Asia,Kazakhstan,Kazakhstan,,Umut Shayakhmetova,http://www.forbes.com/companies/halyk-bank/,0.041185015,0.326881068
Credito Emiliano,2.385,1.691,0.1843,40.688,1788,Financials,Regional Banks,Europe,Italy,Italy,,Adolfo Bizzocchi,http://www.forbes.com/companies/credito-emiliano/,0.004529591,0.108988764
Tongling Nonferrous Metals,4.123,14.712,0.029,7.2,1788,Materials,Diversified Metals & Mining,Asia,China,China,,Xiuming Song,http://www.forbes.com/companies/tongling-nonferrous-metals/,0.004027778,0.00197118
San-In Godo Bank,1.084,0.726,0.1014,40.39,1790,Financials,Regional Banks,Asia,Japan,Japan,,Ichiro Kubota,http://www.forbes.com/companies/san-in-godo-bank/,0.002510522,0.139669421
Bank of Qingdao,2.512,1.514,0.2892,28.834,1791,Financials,Regional Banks,Asia,China,China,,Shao Guo,http://www.forbes.com/companies/bank-of-qingdao/,0.010029826,0.191017173
First Niagara Financial,3.796,1.538,0.2208,40.024,1792,Financials,Thrifts & Mortgage Finance,North America,United States,New York,New York,Gary Crosby,http://www.forbes.com/companies/first-niagara-financial/,0.00551669,0.143563069
Office Depot,3.404,14.485,0.008,6.442,1792,Consumer Discretionary,Specialty Stores,North America,United States,Florida,Florida,Roland Smith,http://www.forbes.com/companies/office-depot/,0.00124185,0.000552295
Hyakujushi Bank,0.941,0.563,0.0893,39.336,1794,Financials,Regional Banks,Asia,Japan,Japan,,Katsuhiko Takesaki,http://www.forbes.com/companies/hyakujushi-bank/,0.002270185,0.158614565
Chinese Estates,4.702,0.199,0.9967,8.136,1795,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Sze Chan,http://www.forbes.com/companies/chinese-estates/,0.122504916,5.008542714
Admiral Group plc,7.583,1.375,0.4583,4.899,1796,Financials,Property & Casualty Insurance,Europe,United Kingdom,United Kingdom,,Henry Allan Engelhardt,http://www.forbes.com/companies/admiral-group/,0.093549704,0.333309091
Umicore,5.801,10.754,0.1877,4.444,1796,Materials,Diversified Metals & Mining,Europe,Belgium,Belgium,,Marc Grynberg,http://www.forbes.com/companies/umicore/,0.042236724,0.017453971
USG,4.185,3.802,0.991,4.736,1798,Materials,Construction Materials,North America,United States,Illinois,Illinois,James Metcalf,http://www.forbes.com/companies/usg/,0.209248311,0.260652288
Banca Popolare di Sondrio,1.695,1.572,0.1434,38.605,1799,Financials,Regional Banks,Europe,Italy,Italy,,Mario Pedranzini,http://www.forbes.com/companies/banca-popolare-di-sondrio/,0.003714545,0.091221374
Habib Bank,2.439,1.727,0.3417,21.23,1800,Financials,Regional Banks,Asia,Pakistan,Pakistan,,Nauman Dar,http://www.forbes.com/companies/habib-bank/,0.016095148,0.197857556
Lazard,4.868,2.437,0.9864,4.487,1800,,,North America,Bermuda,Bermuda,,Kenneth Jacobs,http://www.forbes.com/companies/lazard-ltd/,0.219835079,0.404759951
Molina Healthcare,3.681,14.073,0.1434,6.576,1800,Health Care,Managed Health Care,North America,United States,California,California,J. Molina,http://www.forbes.com/companies/molina-healthcare/,0.021806569,0.010189725
Basler Kantonalbank,2.072,0.804,0.1132,38.475,1803,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Guy Lachappelle,http://www.forbes.com/companies/basler-kantonalbank/,0.00294217,0.14079602
Dufry AG,7.071,6.376,-0.0824,10.349,1803,Consumer Discretionary,Specialty Stores,Europe,Switzerland,Switzerland,,Julián González,http://www.forbes.com/companies/dufry-ag/,-0.007962122,-0.012923463
JC Penney,2.925,12.625,-0.573,9.442,1803,Consumer Discretionary,Department Stores,North America,United States,Texas,Texas,Marvin Ellison,http://www.forbes.com/companies/jc-penney/,-0.060686295,-0.045386139
Saudi Arabian Fertilizers,7.194,0.873,0.4869,2.481,1803,Materials,Specialized Chemicals,Asia,Saudi Arabia,Saudi Arabia,,Yousef Al-Benyan,http://www.forbes.com/companies/saudi-arabian-fertilizers/,0.196251511,0.557731959
WellCare Health Plans,4.212,13.89,0.1186,5.194,1807,Health Care,Managed Health Care,North America,United States,Florida,Florida,Kenneth Burdick,http://www.forbes.com/companies/wellcare-health-plans/,0.022834039,0.008538517
Great Portland Estates,3.618,0.197,0.9771,5.487,1808,Financials,Real Estate,Europe,United Kingdom,United Kingdom,,Toby Courtauld,http://www.forbes.com/companies/great-portland-estates/,0.178075451,4.959898477
Vietin Bank,2.806,2.264,0.2599,34.667,1808,Financials,Regional Banks,Asia,Vietnam,Vietnam,,Tho Le,http://www.forbes.com/companies/vietin-bank/,0.007497043,0.11479682
Chicago Bridge & Iron,4.306,12.93,-0.5044,9.202,1810,Industrials,Construction Services,Europe,Netherlands,Netherlands,,Philip Asherman,http://www.forbes.com/companies/chicago-bridge-iron/,-0.054814171,-0.039010054
"NVR,",6.596,5.155,0.3829,2.515,1810,Industrials,Construction Services,North America,United States,Virginia,Virginia,Paul Saville,http://www.forbes.com/companies/nvr/,0.152246521,0.074277401
FCC,3.242,7.181,-0.0513,13.972,1812,Industrials,Construction Services,Europe,Spain,Spain,,Carlos Jarque Uribe,http://www.forbes.com/companies/fcc/,-0.003671629,-0.007143852
Keiyo Bank,1.073,0.56,0.111,37.879,1813,Financials,Regional Banks,Asia,Japan,Japan,,Nobuo Kojima,http://www.forbes.com/companies/keiyo-bank/,0.002930384,0.198214286
Mettler-Toledo International,9.826,2.395,0.3528,2.018,1814,,,North America,United States,Ohio,Ohio,Olivier Filliol,http://www.forbes.com/companies/mettler-toledo-international/,0.174826561,0.147306889
CNO Financial Group,3.486,3.909,0.2707,31.125,1815,Financials,Life & Health Insurance,North America,United States,Indiana,Indiana,Ed Bonach,http://www.forbes.com/companies/cno-financial-group/,0.008697189,0.069250448
UCO Bank,0.66,3.222,-0.1363,37.286,1816,Financials,Regional Banks,Asia,India,India,,Ravi Takkar,http://www.forbes.com/companies/uco-bank/,-0.003655528,-0.042302917
Guaranty Trust Bank,2.255,1.472,0.4908,13.343,1817,Financials,Regional Banks,Africa,Nigeria,Nigeria,,J K Agbaje,http://www.forbes.com/companies/guaranty-trust-bank/,0.036783332,0.333423913
Total System Services,9.342,2.784,0.3616,3.908,1817,Consumer Discretionary,Business & Personal Services,North America,United States,Georgia,Georgia,M. Woods,http://www.forbes.com/companies/total-system-services/,0.092528147,0.129885057
Nippon Paper Industries,2.264,8.44,0.0818,12.292,1819,,,Asia,Japan,Japan,,Yoshio Haga,http://www.forbes.com/companies/nippon-paper-industries/,0.006654735,0.009691943
Cullen/Frost Bankers,3.824,1.077,0.2784,28.687,1820,Financials,Regional Banks,North America,United States,Texas,Texas,Phillip Green,http://www.forbes.com/companies/cullen-frost-bankers/,0.009704744,0.258495822
Shanghai International Airport,8.402,0.979,0.4028,3.948,1820,Industrials,Other Transportation,Asia,China,China,,Shun Yuan,http://www.forbes.com/companies/shanghai-international-airport-co-ltd/,0.102026342,0.411440245
Bank Aljazira,1.489,0.789,0.3842,17.518,1822,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Nabil Al-Hoshan,http://www.forbes.com/companies/bank-aljazira/,0.021931727,0.486945501
Kiyo Bank,0.873,0.657,0.1368,36.725,1822,Financials,Regional Banks,Asia,Japan,Japan,,Hiroomi Katayama,http://www.forbes.com/companies/kiyo-bank/,0.003724983,0.208219178
Ashtead Group,6.456,3.68,0.5674,6.655,1824,,,Europe,United Kingdom,United Kingdom,,Geoffrey Drabble,http://www.forbes.com/companies/ashtead-group/,0.085259204,0.154184783
Coty,9.948,4.267,0.3112,6.512,1824,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Elio Leoni-Sceti,http://www.forbes.com/companies/coty/,0.047788698,0.072931802
KWG Property Holding,1.974,1.326,0.5426,12.271,1824,Financials,Consumer Financial Services,Asia,Hong Kong,Hong Kong,,Jian Kong,http://www.forbes.com/companies/kwg-property-holding/,0.044218075,0.409200603
RiseSun Real Estate Development,4.741,3.695,0.4577,14.363,1824,,,Asia,China,China,,Shan Liu,http://www.forbes.com/companies/risesun-real-estate-development/,0.031866602,0.123870095
Macerich,11.47,1.272,0.0857,11.259,1828,Financials,Real Estate,North America,United States,California,California,Arthur Coppola,http://www.forbes.com/companies/macerich/,0.007611688,0.067374214
Techtronic Industries,6.951,5.038,0.3544,4.803,1828,Consumer Staples,Household/Personal Care,Asia,Hong Kong,Hong Kong,,Joseph Galli,http://www.forbes.com/companies/techtronic-industries-co/,0.073787216,0.070345375
Banca Transilvania,2.012,0.881,0.6109,11.407,1830,Financials,Regional Banks,,Romania,Romania,,Omer Tetik,http://www.forbes.com/companies/banca-transilvania/,0.053554835,0.693416572
Hokkoku Bank,0.862,0.623,0.0441,36.533,1830,Financials,Regional Banks,Asia,Japan,Japan,,Tateki Ataka,http://www.forbes.com/companies/hokkoku-bank/,0.001207128,0.070786517
President Chain Store,7.481,6.471,0.2595,2.721,1832,Consumer Staples,Food Retail,Asia,Taiwan,Taiwan,,Jui Chen,http://www.forbes.com/companies/president-chain-store/,0.09536935,0.040101994
Xinjiang Goldwind Science & Technology,6.182,4.739,0.4533,8.096,1833,Industrials,Electrical Equipment,Asia,China,China,,Meng Wang,http://www.forbes.com/companies/xinjiang-goldwind-science-technology/,0.055990613,0.095653091
Allahabad Bank,0.543,3.577,0.1062,36.381,1834,Financials,Regional Banks,Asia,India,India,,Rakesh Sethi,http://www.forbes.com/companies/allahabad-bank/,0.002919106,0.029689684
Korea Investment Holdings,2.421,1.242,0.2865,26.882,1834,Financials,Investment Services,Asia,South Korea,South Korea,,Nam-goo Kim,http://www.forbes.com/companies/korea-investment-holdings-co/,0.010657689,0.230676329
Leshi Internet Information & Technology Corp. Beijing,16.808,2.424,0.0931,2.759,1834,,,Asia,China,China,,Yue Jia,http://www.forbes.com/companies/leshi-internet-information-technology-corp-beijing/,0.03374411,0.038407591
Jacobs Engineering,5.363,11.776,0.2494,7.616,1837,Industrials,Construction Services,North America,United States,California,California,Steven Demetriou,http://www.forbes.com/companies/jacobs-engineering/,0.032746849,0.021178668
SYNNEX,3.3,13.262,0.2064,4.184,1837,Information Technology,Computer Services,North America,United States,California,California,Kevin Murai,http://www.forbes.com/companies/synnex/,0.049330784,0.015563263
Hanwa,0.952,13.234,0.0955,5.32,1839,Materials,Diversified Metals & Mining,Asia,Japan,Japan,,Shuji Kita,http://www.forbes.com/companies/hanwa/,0.017951128,0.007216261
Banque nationale de Belgique,1.343,1.742,0.9028,,1840,Financials,Regional Banks,Europe,Belgium,Belgium,,Luc Coene,http://www.forbes.com/companies/banque-nationale-de-belgique/,,0.518254879
Grupo Galicia,3.89,4.185,0.4685,12.495,1840,Financials,Regional Banks,South America,Argentina,Argentina,,Pedro Richards,http://www.forbes.com/companies/grupo-galicia/,0.037494998,0.111947431
Valspar,8.462,4.264,0.348,4.175,1842,Materials,Specialized Chemicals,North America,United States,Minnesota,Minnesota,Gary Hendrickson,http://www.forbes.com/companies/valspar/,0.083353293,0.081613508
Joint Stock Commercial Bank for Foreign Trade of Vietnam,5.464,1.782,0.2424,29.993,1843,Financials,Regional Banks,Asia,Vietnam,Vietnam,,Dung Pham,http://www.forbes.com/companies/joint-stock-commercial-bank-for-foreign-trade-of-vietnam/,0.008081886,0.136026936
Banque Centrale Populaire,4.11,2.114,0.2574,33.161,1844,Financials,Regional Banks,Africa,Morocco,Morocco,,Mohamed Benchaaboun,http://www.forbes.com/companies/banque-centrale-populaire/,0.00776213,0.121759697
Musashino Bank,0.918,0.592,0.1182,36.124,1845,Financials,Regional Banks,Asia,Japan,Japan,,Kikuo Kato,http://www.forbes.com/companies/musashino-bank/,0.003272063,0.199662162
Corporation Bank,0.629,3.44,0.0937,36.116,1846,Financials,Regional Banks,Asia,India,India,,Jai Garg,http://www.forbes.com/companies/corporation-bank/,0.002594418,0.027238372
PBF Energy,3.336,13.124,0.1464,6.105,1846,Energy,Oil & Gas Operations,North America,United States,New Jersey,New Jersey,Thomas Nimbley,http://www.forbes.com/companies/pbf-energy/,0.023980344,0.011155136
