Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Brilliance China Automotive Holdings,9.996,0.895,0.8767,3.741,1412,Consumer Discretionary,Auto & Truck Parts,Asia,China,China,,Yu Qi,http://www.forbes.com/companies/brilliance-china-automotive-holdings/,0.234349105,0.979553073
Compal Electronics,3.624,27.908,0.2321,11.985,1412,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,John Medica,http://www.forbes.com/companies/compal-electronics/,0.019365874,0.008316612
Saudi Hollandi Bank,6.247,0.987,0.4855,25.748,1412,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Bernardus Van Linder,http://www.forbes.com/companies/saudi-hollandi-bank/,0.018855833,0.49189463
Chipotle Mexican Grill,20.493,4.108,0.4454,2.686,1415,Consumer Discretionary,Restaurants,North America,United States,Colorado,Colorado,Steve Ells,http://www.forbes.com/companies/chipotle-mexican-grill/,0.165822785,0.10842259
CPFL Energia,6.57,7.352,0.4032,13.204,1416,Utilities,Electric Utilities,South America,Brazil,Brazil,,Wilson Ferreira Jr,http://www.forbes.com/companies/cpfl-energia/,0.030536201,0.05484222
Taiwan Cooperative Financial,5.196,2.2,0.3378,97.531,1417,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Shih Lin,http://www.forbes.com/companies/taiwan-cooperative-financial/,0.003463514,0.153545455
TonenGeneral Sekiyu,3.243,32.604,-0.132,11.478,1418,Energy,Oil & Gas Operations,Asia,Japan,Japan,,Jun Muto,http://www.forbes.com/companies/tonengeneral-sekiyu/,-0.011500261,-0.004048583
Crown Holdings,7.665,9.099,0.387,9.708,1419,Materials,Containers & Packaging,North America,United States,Pennsylvania,Pennsylvania,John Conway,http://www.forbes.com/companies/crown-holdings/,0.03986403,0.042532146
Grupo Elektra,6.478,5.551,0.5508,13.29,1419,Information Technology,Computer & Electronics Retail,North America,Mexico,Mexico,,Mario Rincón,http://www.forbes.com/companies/grupo-elektra/,0.041444695,0.099225365
Aozora Bank,5.817,1.071,0.4007,42.556,1421,Financials,Regional Banks,Asia,Japan,Japan,,Shinsuke Baba,http://www.forbes.com/companies/aozora-bank/,0.009415829,0.374136321
Sigma-Aldrich,16.556,2.785,0.5,4.195,1422,Materials,Specialized Chemicals,North America,United States,Missouri,Missouri,Rakesh Sachdev,http://www.forbes.com/companies/sigma-aldrich/,0.119189511,0.179533214
TAQA,1.272,7.433,-0.8168,32.48,1423,Utilities,Electric Utilities,Asia,United Arab Emirates,United Arab Emirates,,Edqard Lafehr,http://www.forbes.com/companies/taqa/,-0.025147783,-0.109888336
Qatar Islamic Bank,6.431,0.819,0.4398,26.39,1424,Financials,Regional Banks,Asia,Qatar,Qatar,,Bassel Mohamed Ali,http://www.forbes.com/companies/qatar-islamic-bank/,0.016665404,0.536996337
Commercial Bank of Qatar,5.024,1.717,0.4999,31.761,1425,Financials,Regional Banks,Asia,Qatar,Qatar,,Abdulla Al-Raisi,http://www.forbes.com/companies/commercial-bank-of-qatar/,0.015739429,0.29114735
Oji Holdings,4.287,12.614,0.2549,17.71,1426,Materials,Paper & Paper Products,Asia,Japan,Japan,,Kiyotaka Shindo,http://www.forbes.com/companies/oji-holdings/,0.014392998,0.020207706
Industrivarden,8.574,0.829,0.7669,10.738,1427,Financials,Investment Services,Europe,Sweden,Sweden,,Anders Nyrén,http://www.forbes.com/companies/industrivarden/,0.071419259,0.92509047
Rexel,5.726,17.351,0.265,13.529,1428,Information Technology,Electronics,Europe,France,France,,Rudy Provoost,http://www.forbes.com/companies/rexel/,0.019587553,0.015272895
Toppan Printing,5.065,14.337,0.1732,15.968,1428,Consumer Discretionary,Printing & Publishing,Asia,Japan,Japan,,Shingo Kaneko,http://www.forbes.com/companies/toppan-printing/,0.010846693,0.012080631
Whitbread,14.271,4.044,0.5631,5.818,1430,Consumer Discretionary,Restaurants,Europe,United Kingdom,United Kingdom,,Andrew Harrison,http://www.forbes.com/companies/whitbread/,0.096785837,0.139243323
Ahli United Bank,4.757,1.434,0.4825,33.445,1431,Financials,Regional Banks,Asia,Bahrain,Bahrain,,Adel Abdulshafe El-Labban,http://www.forbes.com/companies/ahli-united-bank/,0.014426671,0.336471409
Union Bank of India,1.629,5.383,0.2773,59.444,1432,Financials,Regional Banks,Asia,India,India,,Arun Tiwari,http://www.forbes.com/companies/union-bank-of-india/,0.004664895,0.051514026
Banco Davivienda,4.562,3.306,0.5295,28.391,1433,Financials,Regional Banks,South America,Colombia,Colombia,,Efrain Forero Fonseca,http://www.forbes.com/companies/banco-davivienda/,0.018650276,0.160163339
Electric Power Development,5.62,6.908,0.3541,20.827,1434,Utilities,Electric Utilities,Asia,Japan,Japan,,Masayoshi Kitamura,http://www.forbes.com/companies/electric-power-development/,0.017001969,0.051259409
Westfield,15.768,0.827,-0.215,17.47,1435,,,Australia,Australia,Australia,,Peter Lowy,http://www.forbes.com/companies/westfield/,-0.012306812,-0.259975816
Remgro,11.608,2.311,0.6791,7.159,1436,Industrials,Conglomerates,Africa,South Africa,South Africa,,Jannie Durand,http://www.forbes.com/companies/remgro/,0.094859617,0.293855474
Alpha Bank,3.691,5.074,-0.4375,88.256,1437,Financials,Regional Banks,Europe,Greece,Greece,,Demetrios Mantzounis,http://www.forbes.com/companies/alpha-bank/,-0.00495717,-0.086223886
Centene,8.39,16.56,0.2715,5.838,1438,Health Care,Managed Health Care,North America,United States,Missouri,Missouri,Michael Neidorff,http://www.forbes.com/companies/centene/,0.046505653,0.016394928
Banco Comercial Portugues,5.689,4.918,-0.2891,92.401,1439,Financials,Regional Banks,Europe,Portugal,Portugal,,Nuno Da Silva Amado,http://www.forbes.com/companies/banco-comercial-portugues/,-0.003128754,-0.058784059
Geberit,14.471,2.282,0.5447,2.447,1440,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Christian Buhl,http://www.forbes.com/companies/geberit/,0.222599101,0.238694128
Maxis,14.929,2.564,0.5251,5.368,1441,Telecommunication Services,Telecommunications services,Asia,Malaysia,Malaysia,,Morten Lundal,http://www.forbes.com/companies/maxis/,0.097820417,0.204797192
Hanesbrands,13.631,5.325,0.4045,5.222,1442,Consumer Discretionary,Apparel/Accessories,North America,United States,North Carolina,North Carolina,Richard Noll,http://www.forbes.com/companies/hanesbrands/,0.077460743,0.075962441
Assured Guaranty,4.237,1.994,1.088,14.864,1443,Financials,Diversified Insurance,North America,Bermuda,Bermuda,,Dominic Frederico,http://www.forbes.com/companies/assured-guaranty/,0.073196986,0.545636911
Bendigo & Adelaide Bank,4.33,2.997,0.3776,53.539,1444,Financials,Regional Banks,Australia,Australia,Australia,,Michael Hirst,http://www.forbes.com/companies/bendigo-adelaide-bank/,0.007052803,0.125992659
Sika,9.372,6.086,0.4801,5.168,1445,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Jan Jenisch,http://www.forbes.com/companies/sika/,0.092898607,0.078885968
Grupo Carso,10.095,6.202,0.4272,6.222,1446,Industrials,Conglomerates,North America,Mexico,Mexico,,José Zubizarreta,http://www.forbes.com/companies/grupo-carso/,0.068659595,0.068881006
Aramark,7.459,14.772,0.1897,10.3,1447,,,North America,United States,Pennsylvania,Pennsylvania,Eric Foss,http://www.forbes.com/companies/aramark/,0.018417476,0.012841863
Travis Perkins,7.303,9.189,0.4256,7.363,1447,Consumer Discretionary,Home Improvement Retail,Europe,United Kingdom,United Kingdom,,John Carter,http://www.forbes.com/companies/travis-perkins/,0.057802526,0.046316248
Wärtsilä,9.058,6.38,0.4603,6.389,1449,Industrials,Heavy Equipment,Europe,Finland,Finland,,Björn Rosengren,http://www.forbes.com/companies/wartsila/,0.072045704,0.072147335
Founder Securities,19.596,0.688,0.2846,13.469,1450,Financials,Investment Services,Asia,China,China,,He Qicong,http://www.forbes.com/companies/founder-securities/,0.021130002,0.413662791
Coach,11.717,4.494,0.5686,3.617,1451,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,New York,New York,Victor Luís,http://www.forbes.com/companies/coach/,0.157202101,0.126524255
Dassault Aviation,11.244,4.882,0.3752,12.015,1451,Industrials,Aerospace & Defense,Europe,France,France,,?ric Trappier,http://www.forbes.com/companies/dassault-aviation/,0.031227632,0.076853748
Iliad,14.055,5.528,0.3751,6.109,1453,Information Technology,Computer Services,Europe,France,France,,Maxime Lombardini,http://www.forbes.com/companies/iliad/,0.061401211,0.067854559
Charoen Pokphand Foods,5.362,13.115,0.3251,12.668,1454,Consumer Staples,Food Processing,Asia,Thailand,Thailand,,Adirek Sripratak,http://www.forbes.com/companies/charoen-pokphand-foods/,0.025663088,0.02478841
Aspen Pharmacare Holdings,14.898,3.279,0.5105,7.426,1455,Health Care,Pharmaceuticals,Africa,South Africa,South Africa,,Stephen Saad,http://www.forbes.com/companies/aspen-pharmacare-holdings/,0.06874495,0.15568771
LARGAN Precision,11.848,1.512,0.6415,1.932,1455,,,Asia,Taiwan,Taiwan,,En Lin,http://www.forbes.com/companies/largan-precision/,0.332039337,0.424272487
Banco Popolare,5.841,4.326,-2.5811,148.935,1457,Financials,Regional Banks,Europe,Italy,Italy,,Pier Saviotti,http://www.forbes.com/companies/banco-popolare/,-0.017330379,-0.596648174
Chang Hwa Bank,4.657,1.306,0.3596,57.461,1457,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Ming Chang,http://www.forbes.com/companies/chang-hwa-bank/,0.006258158,0.275344564
Ametek,12.776,4.022,0.5845,6.421,1459,Industrials,Electrical Equipment,North America,United States,Pennsylvania,Pennsylvania,Frank Hermance,http://www.forbes.com/companies/ametek/,0.091029435,0.145325709
Jarden,10.277,8.286,0.2425,10.799,1460,Consumer Discretionary,Furniture & Fixtures,North America,United States,Florida,Florida,James Lillie,http://www.forbes.com/companies/jarden/,0.022455783,0.029266232
Hengan International Group,14.964,3.073,0.505,5.49,1461,Consumer Staples,Household/Personal Care,Asia,China,China,,Lin Hui,http://www.forbes.com/companies/hengan-international-group/,0.091985428,0.164334527
Stockland Australia,8.219,1.857,0.6227,12.411,1462,Financials,Real Estate,Australia,Australia,Australia,,Mark Steinert,http://www.forbes.com/companies/stockland-australia/,0.050173233,0.335325794
JTEKT,5.181,12.53,0.4238,9.572,1463,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Tetsuo Agata,http://www.forbes.com/companies/jtekt/,0.044274969,0.033822825
Abu Dhabi Islamic Bank,5.492,1.507,0.4756,30.467,1464,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Tirad Mahmoud,http://www.forbes.com/companies/abu-dhabi-islamic-bank/,0.015610332,0.315593895
Caesars Entertainment,1.604,8.63,-2.7719,23.535,1464,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,Mark Frissora,http://www.forbes.com/companies/caesars-entertainment/,-0.117777778,-0.321193511
Meiji Holdings,9.848,10.906,0.2796,7.083,1466,Consumer Staples,Food Processing,Asia,Japan,Japan,,Masahiko Matsuo,http://www.forbes.com/companies/meiji-holdings/,0.039474799,0.025637264
STRABAG,2.299,16.923,0.1765,13.257,1466,Industrials,Construction Services,Europe,Austria,Austria,,Thomas Birtel,http://www.forbes.com/companies/strabag/,0.013313721,0.010429593
AGL Resources,6.004,5.505,0.494,15.113,1468,Utilities,Natural Gas Utilities,North America,United States,Georgia,Georgia,John Somerhalder,http://www.forbes.com/companies/agl-resources/,0.032687091,0.089736603
Pentair,11.809,7.197,0.2149,10.655,1468,Industrials,Other Industrial Equipment,Europe,Switzerland,Switzerland,,Randall Hogan III,http://www.forbes.com/companies/pentair/,0.020168935,0.029859664
Naver,19.271,2.643,0.4158,3.088,1470,Information Technology,Computer Services,Asia,South Korea,South Korea,,Sang-Hun Kim,http://www.forbes.com/companies/naver/,0.134650259,0.157321226
Shoprite Holdings,7.986,10.01,0.3589,3.995,1471,Consumer Staples,Food Retail,Africa,South Africa,South Africa,,James Basson,http://www.forbes.com/companies/shoprite-holdings/,0.089837297,0.035854146
Xilinx,10.978,2.428,0.6696,4.915,1472,Information Technology,Semiconductors,North America,United States,California,California,Moshe Gavrielov,http://www.forbes.com/companies/xilinx/,0.136236012,0.275782537
Zodiac Aerospace,9.585,5.68,0.4822,6.618,1472,Industrials,Aerospace & Defense,Europe,France,France,,Olivier Zarrouati,http://www.forbes.com/companies/zodiac-aerospace/,0.072861892,0.084894366
Intuitive Surgical,18.946,2.132,0.4188,3.959,1474,Health Care,Medical Equipment & Supplies,North America,United States,California,California,Gary Guthart,http://www.forbes.com/companies/intuitive-surgical/,0.105784289,0.196435272
Shimizu,5.328,14.813,0.2803,13.555,1474,Industrials,Construction Services,Asia,Japan,Japan,,Yoichi Miyamoto,http://www.forbes.com/companies/shimizu/,0.020678716,0.018922568
Cattolica Assicurazioni,1.561,7.611,0.1207,26.977,1476,Financials,Diversified Insurance,Europe,Italy,Italy,,Giovanni Mazzucchelli,http://www.forbes.com/companies/cattolica-assicurazioni/,0.004474182,0.015858626
Netflix,25.549,5.505,0.2668,7.057,1477,Consumer Discretionary,Internet & Catalog Retail,North America,United States,California,California,Wilmot Hastings Jr,http://www.forbes.com/companies/netflix/,0.037806433,0.048465032
GEA Group,9.545,5.99,0.4509,7.057,1478,Industrials,Conglomerates,Europe,Germany,Germany,,Jürg Oleas,http://www.forbes.com/companies/gea-group/,0.063894006,0.075275459
Far Eastern New Century,5.369,7.868,0.364,16.183,1479,Materials,Diversified Chemicals,Asia,Taiwan,Taiwan,,Yu Tseng,http://www.forbes.com/companies/far-eastern-new-century/,0.022492739,0.046263345
Delek Group,3.289,6.529,-0.2139,33.709,1480,Financials,Investment Services,Asia,Israel,Israel,,Joseph Bartfeld,http://www.forbes.com/companies/delek-group/,-0.006345486,-0.032761526
Mitsubishi UFJ Lease,4.542,1.317,0.3997,40.373,1481,Financials,Rental & Leasing,Asia,Japan,Japan,,Tadashi Shiraishi,http://www.forbes.com/companies/mitsubishi-ufj-lease/,0.009900181,0.303492787
Enka,7.37,5.854,0.658,7.75,1482,Industrials,Construction Services,Europe,Turkey,Turkey,,Agah Tara,http://www.forbes.com/companies/enka/,0.084903226,0.112401777
NMDC,8.167,1.994,1.0542,5.25,1483,Materials,Diversified Metals & Mining,Asia,India,India,,Narendra Kothari,http://www.forbes.com/companies/nmdc/,0.2008,0.528686058
Union National Bank,4.48,1.184,0.5198,25.446,1484,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Mohammad Nasr Abdeen,http://www.forbes.com/companies/union-national-bank/,0.020427572,0.43902027
Petronas Gas,12.548,1.342,0.5633,3.792,1485,Utilities,Natural Gas Utilities,Asia,Malaysia,Malaysia,,Yusa' Bin Hassan,http://www.forbes.com/companies/petronas-gas/,0.148549578,0.419746647
Smurfit Kappa Group,7.034,10.72,0.3197,10.577,1486,Materials,Paper & Paper Products,Europe,Ireland,Ireland,,Gary Mcgann,http://www.forbes.com/companies/smurfit-kappa-group/,0.030225962,0.029822761
Westlake Chemical,9.788,4.415,0.6774,5.214,1487,Materials,Diversified Chemicals,North America,United States,Texas,Texas,Yuan Chao,http://www.forbes.com/companies/westlake-chemical/,0.129919448,0.153431484
EQT,12.758,2.34,0.3841,12.065,1488,Energy,Oil & Gas Operations,North America,United States,Pennsylvania,Pennsylvania,David Porges,http://www.forbes.com/companies/eqt/,0.031835889,0.164145299
Dexia,2.352,,-0.8038,299.028,1489,Financials,Regional Banks,Europe,Belgium,Belgium,,Karel De Boeck,http://www.forbes.com/companies/dexia/,-0.002688043,
Barratt Developments,7.753,5.711,0.6254,8.392,1490,Industrials,Construction Services,Europe,United Kingdom,United Kingdom,,Mark Clare,http://www.forbes.com/companies/barratt-developments/,0.074523356,0.109507967
Coloplast,17.038,2.254,0.4283,1.57,1491,Health Care,Medical Equipment & Supplies,Europe,Denmark,Denmark,,Lars Rasmussen,http://www.forbes.com/companies/coloplast/,0.272802548,0.190017746
Hexagon,13.015,3.482,0.5353,8.243,1492,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Ola Rollén,http://www.forbes.com/companies/hexagon/,0.064939949,0.153733487
Illumina,26.285,1.861,0.3534,3.34,1493,Health Care,Biotechs,North America,United States,California,California,Jay Flatley,http://www.forbes.com/companies/illumina/,0.105808383,0.189897904
OTP Bank,5.41,5.833,-0.4381,42.044,1494,Financials,Regional Banks,Europe,Hungary,Hungary,,Sándor Csányi,http://www.forbes.com/companies/otp-bank/,-0.010420036,-0.075107149
Alinma Bank,8.553,0.755,0.3371,21.549,1495,Financials,Regional Banks,Asia,Saudi Arabia,Saudi Arabia,,Abdul Aziz Al-Fares,http://www.forbes.com/companies/alinma-bank/,0.015643417,0.446490066
McGraw-Hill Cos,28.645,5.135,-0.116,6.771,1496,Consumer Discretionary,Printing & Publishing,North America,United States,New York,New York,Doug Peterson,http://www.forbes.com/companies/mcgraw-hill-cos/,-0.017131886,-0.022590068
Shimano,14.459,3.148,0.4841,3.311,1497,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Yozo Shimano,http://www.forbes.com/companies/shimano/,0.146209604,0.153780178
Zenith Bank,3.951,2.585,0.6004,20.829,1498,Financials,Regional Banks,Africa,Nigeria,Nigeria,,Peter Amangbo,http://www.forbes.com/companies/zenith-bank/,0.028825196,0.232263056
Qantas Airways,5.487,13.988,-2.1676,14.488,1499,Industrials,Airline,Australia,Australia,Australia,,Alan Joyce,http://www.forbes.com/companies/qantas-airways/,-0.149613473,-0.154961395
US Steel,3.569,17.507,0.102,12.314,1500,Materials,Iron & Steel,North America,United States,Pennsylvania,Pennsylvania,Mario Filho,http://www.forbes.com/companies/us-steel/,0.008283255,0.005826241
Sociedades Bolivar,1.662,4.246,0.4252,31.206,1501,Consumer Discretionary,Business & Personal Services,South America,Colombia,Colombia,,Miguel Kotal,http://www.forbes.com/companies/sociedades-bolivar/,0.013625585,0.100141309
Franshion Properties (China),2.831,3.81,0.6829,17.799,1502,Financials,Consumer Financial Services,Asia,Hong Kong,Hong Kong,,Cong Li,http://www.forbes.com/companies/franshion-properties-china/,0.038367324,0.179238845
City Developments,6.89,2.971,0.6075,14.867,1503,Financials,Real Estate,Asia,Singapore,Singapore,,Grant Kelley,http://www.forbes.com/companies/city-developments/,0.040862313,0.204476607
Samsung Heavy Industries,3.617,12.235,0.1418,15.578,1503,Industrials,Heavy Equipment,Asia,South Korea,South Korea,,Dae-Yong Park,http://www.forbes.com/companies/samsung-heavy-inds/,0.009102581,0.011589702
New Hope Liuhe,7.399,11.304,0.3384,5.574,1505,Consumer Staples,Food Processing,Asia,China,China,,Chun Chen,http://www.forbes.com/companies/new-hope-liuhe/,0.060710441,0.029936306
Alaska Air Group,8.166,5.368,0.605,6.181,1506,Industrials,Airline,North America,United States,Washington,Washington,Bradley Tilden,http://www.forbes.com/companies/alaska-air-group/,0.097880602,0.112704918
Transurban Group,13.955,1.056,0.2589,16.788,1507,Industrials,Other Transportation,Australia,Australia,Australia,,Louis Charlton,http://www.forbes.com/companies/transurban-group/,0.01542173,0.245170455
Oleo E Gas Participacoes,0.073,0.218,4.1737,0.048,1508,Energy,Oil & Gas Operations,South America,Brazil,Brazil,,Paulo Simões Do Amaral,http://www.forbes.com/companies/oleo-e-gas-participacoes/,86.95208333,19.14541284
Shanghai Commercial & Savings Bank,4.585,1.265,0.3504,48.716,1509,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Yi Chiou,http://www.forbes.com/companies/shanghai-commercial-savings-bank/,0.007192709,0.276996047
China Life Insurance (Taiwan),2.63,6.143,0.2148,35.019,1510,Financials,Life & Health Insurance,Asia,Taiwan,Taiwan,,Yu Kuo,http://www.forbes.com/companies/china-life-insurance-taiwan/,0.006133813,0.034966629
E.Sun Financial,4.337,1.563,0.3474,49.567,1510,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Huang Nan-Chou,http://www.forbes.com/companies/esun-financial/,0.007008695,0.222264875
Commercial International Bank,6.25,2.014,0.4856,20.114,1512,Financials,Regional Banks,Africa,Egypt,Egypt,,Amin Ezz Al-Arab,http://www.forbes.com/companies/commercial-international-bank/,0.024142388,0.241112214
Idea Cellular,11.203,4.933,0.4655,8.133,1512,Telecommunication Services,Telecommunications services,Asia,India,India,,Himanshu Kapania,http://www.forbes.com/companies/idea-cellular/,0.057235952,0.094364484
Ambac Financial Group,1.149,0.622,0.4841,25.942,1514,Financials,Diversified Insurance,North America,United States,New York,New York,Nader Tavakoli,http://www.forbes.com/companies/ambac-financial-group/,0.018660859,0.77829582
Neste Oil,6.763,20.475,0.0769,7.858,1515,Energy,Oil & Gas Operations,Europe,Finland,Finland,,Matti Lievonen,http://www.forbes.com/companies/neste-oil/,0.009786205,0.0037558
Alfresa Holdings,3.1,23.11,0.2382,10.596,1516,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Denroku Ishiguro,http://www.forbes.com/companies/alfresa-holdings/,0.022480181,0.010307226
Pandora,12.004,2.125,0.5513,1.715,1517,Consumer Staples,Household/Personal Care,Europe,Denmark,Denmark,,Anders Friis,http://www.forbes.com/companies/pandora/,0.321457726,0.259435294
Showa Shell Sekiyu,3.403,28.323,-0.0917,9.811,1518,Energy,Oil & Gas Operations,Asia,Japan,Japan,,Shigeya Kato,http://www.forbes.com/companies/showa-shell-sekiyu/,-0.009346652,-0.003237651
Novozymes,14.875,2.217,0.4495,3.133,1519,Health Care,Biotechs,Europe,Denmark,Denmark,,Peder Nielsen,http://www.forbes.com/companies/novozymes/,0.14347271,0.202751466
Tractor Supply,11.77,5.712,0.3709,2.035,1520,Consumer Discretionary,Specialty Stores,North America,United States,Tennessee,Tennessee,Gregory Sandfort,http://www.forbes.com/companies/tractor-supply/,0.182260442,0.064933473
Mattel,8.118,6.024,0.4962,6.722,1521,Consumer Discretionary,Recreational Products,North America,United States,California,California,Christopher Sinclair,http://www.forbes.com/companies/mattel/,0.073817316,0.082370518
Isetan Mitsukoshi Holdings,7.044,12.244,0.1849,10.912,1522,Consumer Discretionary,Department Stores,Asia,Japan,Japan,,Hiroshi Ohnishi,http://www.forbes.com/companies/isetan-mitsukoshi-holdings/,0.016944648,0.015101274
Signet Jewelers,11.216,5.736,0.3813,6.328,1523,Consumer Discretionary,Specialty Stores,North America,Bermuda,Bermuda,,Mark Light,http://www.forbes.com/companies/signet-jewelers/,0.060256005,0.066474895
Shanxi Taigang Stainless,5.534,14.716,0.1198,13.002,1524,Materials,Iron & Steel,Asia,China,China,,Zhi Zhang,http://www.forbes.com/companies/shanxi-taigang-stainless/,0.009213967,0.008140799
IDBI Bank,1.86,4.917,0.1906,55.152,1525,Financials,Regional Banks,Asia,India,India,,Mukkur Raghavan,http://www.forbes.com/companies/idbi-bank/,0.003455904,0.038763474
JG Summit Holdings,11.898,3.615,0.3977,11.253,1525,Industrials,Conglomerates,Asia,Philippines,Philippines,,James Go,http://www.forbes.com/companies/jg-summit-holdings/,0.035341687,0.110013831
Kingdom Holding,19.64,0.896,0.2317,12.451,1527,Financials,Investment Services,Asia,Saudi Arabia,Saudi Arabia,,Alwaleed Talal,http://www.forbes.com/companies/kingdom-holding/,0.018608947,0.25859375
Hokuhoku Financial Group,3.051,1.748,0.2827,96.707,1528,Financials,Regional Banks,Asia,Japan,Japan,,Eishin Ihori,http://www.forbes.com/companies/hokuhoku-financial-group/,0.002923263,0.161727689
LIG Insurance,1.051,8.266,0.1319,20.964,1528,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Byung-Hun Kim,http://www.forbes.com/companies/lig-insurance/,0.006291738,0.015956932
Foncière des Régions,6.539,1.268,0.4178,21.255,1530,Financials,Real Estate,Europe,France,France,,Christophe Kullmann,http://www.forbes.com/companies/fonciere-des-regions/,0.019656551,0.329495268
Severstal,9.685,10.117,-1.6017,7.807,1530,Materials,Iron & Steel,Asia,Russia,Russia,,Alexey Mordashov,http://www.forbes.com/companies/severstal/,-0.205162034,-0.158317683
E-mart,5.92,12.496,0.2755,12.58,1532,Consumer Discretionary,Discount Stores,Asia,South Korea,South Korea,,Hae-Sung Kim,http://www.forbes.com/companies/e-mart/,0.021899841,0.022047055
Chimera Investment,3.258,0.697,0.5892,19.155,1533,Financials,Real Estate,North America,United States,New York,New York,Matthew Lambiase,http://www.forbes.com/companies/chimera-investment/,0.030759593,0.845337159
CorpBanca,3.85,3.046,0.3964,33.55,1534,Financials,Regional Banks,South America,Chile,Chile,,Fernando Tare,http://www.forbes.com/companies/corpbanca/,0.011815201,0.130137886
Yamaguchi Financial,2.974,1.374,0.2913,80.2,1535,Financials,Regional Banks,Asia,Japan,Japan,,Koichi Fukuda,http://www.forbes.com/companies/yamaguchi-financial/,0.00363217,0.212008734
World Fuel Services,4.148,43.337,0.2217,4.88,1536,Consumer Discretionary,Specialty Stores,North America,United States,Florida,Florida,Michael Kasbar,http://www.forbes.com/companies/world-fuel-services/,0.045430328,0.005115721
Public Power,1.408,7.778,0.1211,21.783,1537,Utilities,Electric Utilities,Europe,Greece,Greece,,Emmanuel Panagiotakis,http://www.forbes.com/companies/public-power/,0.005559381,0.015569555
Acciona,4.542,8.621,0.2454,19.534,1538,Industrials,Construction Services,Europe,Spain,Spain,,Jose Entrecanales,http://www.forbes.com/companies/acciona/,0.012562711,0.028465375
Avis Budget Group,6.013,8.485,0.245,17.023,1539,Financials,Rental & Leasing,North America,United States,New Jersey,New Jersey,Ronald Nelson,http://www.forbes.com/companies/avis-budget-group/,0.014392293,0.028874484
Cheniere Energy,18.759,0.268,-0.5479,12.574,1540,,,North America,United States,Texas,Texas,Charif Souki,http://www.forbes.com/companies/cheniere-energy/,-0.043574042,-2.044402985
Ternium,3.622,8.726,0.4524,10.331,1541,Materials,Iron & Steel,Europe,Luxembourg,Luxembourg,,Daniel Novegil,http://www.forbes.com/companies/ternium/,0.043790533,0.051845061
PGN,9.057,3.398,0.7205,6.215,1542,Utilities,Natural Gas Utilities,Asia,Indonesia,Indonesia,,Bayu Krisnamurthi,http://www.forbes.com/companies/pgn/,0.115929204,0.212036492
Newell Rubbermaid,10.923,5.764,0.3758,6.681,1543,Consumer Staples,Household/Personal Care,North America,United States,Georgia,Georgia,Michael Polk,http://www.forbes.com/companies/newell-rubbermaid/,0.056249065,0.065197779
Nippon Paper Industries,1.771,10.08,0.3332,12.614,1544,,,Asia,Japan,Japan,,Fumio Manoshiro,http://www.forbes.com/companies/nippon-paper-industries/,0.026415094,0.033055556
Mitsui Chemicals,3.315,15.328,0.1167,12.091,1545,Materials,Specialized Chemicals,Asia,Japan,Japan,,Tsutomu Tannowa,http://www.forbes.com/companies/mitsui-chemicals/,0.009651807,0.007613518
Banca Popolare di Milano,4.534,2.973,0.3081,58.411,1546,Financials,Regional Banks,Europe,Italy,Italy,,Mario Anolli,http://www.forbes.com/companies/banca-popolare-di-milano/,0.005274691,0.103632694
Pembina Pipeline,10.872,5.495,0.3468,9.723,1547,Energy,Oil & Gas Operations,North America,Canada,Canada,,Michael Dilger,http://www.forbes.com/companies/pembina-pipeline/,0.035668004,0.06311192
JB Hunt Transport,9.877,6.165,0.3748,3.397,1548,Industrials,Trucking,North America,United States,Arkansas,Arkansas,John Roberts III,http://www.forbes.com/companies/jb-hunt-transport/,0.110332646,0.060794809
Taiwan Mobile,12.285,3.717,0.4952,4.858,1548,Telecommunication Services,Telecommunications services,Asia,Taiwan,Taiwan,,Chun Cheng,http://www.forbes.com/companies/taiwan-mobile/,0.101934953,0.13322572
Dassault Systemes,17.419,3.043,0.3864,6.012,1550,Information Technology,Software & Programming,Europe,France,France,,Bernard Phd,http://www.forbes.com/companies/dassault-systemes/,0.064271457,0.126979954
