Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,,,,,,,,,,,,
China Merchants Securities,Financials,Investment Services,Asia,China,7.7,1.4,0.4,13.7,1565,http://www.forbes.com/companies/china-merchants-securities/,0.02919708,0.285714286,,,,,,,,,,,,
Lundbergs,Financials,Real Estate,Europe,Sweden,5.9,3.1,0.5,15,1566,http://www.forbes.com/companies/lundbergs/,0.033333333,0.161290323,,,,,,,,,,,,
IOI Group,Consumer Staples,Food Processing,Asia,Malaysia,9.3,3.9,0.5,7.8,1567,http://www.forbes.com/companies/ioi-group/,0.064102564,0.128205128,,,,,,,,,,,,
GS Holdings,Energy,Oil & Gas Operations,Asia,South Korea,4.2,8.8,0.3,12,1568,http://www.forbes.com/companies/gs-holdings/,0.025,0.034090909,,,,,,,,,,,,
Smurfit Kappa Group,Materials,Paper & Paper Products,Europe,Ireland,5.8,10.6,0.2,11.3,1569,http://www.forbes.com/companies/smurfit-kappa-group/,0.017699115,0.018867925,,,,,,,,,,,,
Beam,Consumer Staples,Beverages,North America,United States,13.8,2.5,0.4,8.6,1570,http://www.forbes.com/companies/beam/,0.046511628,0.16,,,,,,,,,,,,
Avis Budget Group,Financials,Rental & Leasing,North America,United States,5.3,7.9,0,16.3,1571,http://www.forbes.com/companies/avis-budget-group/,0,0,,,,,,,,,,,,
Hikvision,Information Technology,Electronics,Asia,China,11.4,1.5,0.4,2,1572,http://www.forbes.com/companies/hikvision/,0.2,0.266666667,,,,,,,,,,,,
Enagas,Utilities,Natural Gas Utilities,Europe,Spain,7.3,1.7,0.5,9.9,1573,http://www.forbes.com/companies/enagas/,0.050505051,0.294117647,,,,,,,,,,,,
Vestas Wind Systems,Industrials,Electrical Equipment,Europe,Denmark,9.4,8.1,-0.1,7.8,1574,http://www.forbes.com/companies/vestas-wind-systems/,-0.012820513,-0.012345679,,,,,,,,,,,,
MMI Holdings,Financials,Life & Health Insurance,Africa,South Africa,3.6,4.3,0.3,36.1,1574,http://www.forbes.com/companies/mmi-holdings/,0.008310249,0.069767442,,,,,,,,,,,,
Hammerson plc,Financials,Real Estate,Europe,United Kingdom,6.6,0.6,0.5,11.3,1576,http://www.forbes.com/companies/hammerson/,0.044247788,0.833333333,,,,,,,,,,,,
Metso,Industrials,Other Industrial Equipment,Europe,Finland,5.9,7.9,0.4,5.1,1577,http://www.forbes.com/companies/metso/,0.078431373,0.050632911,,,,,,,,,,,,
Jarden,Consumer Discretionary,Furniture & Fixtures,North America,United States,8,7.4,0.2,10.1,1578,http://www.forbes.com/companies/jarden/,0.01980198,0.027027027,,,,,,,,,,,,
Huatai Securities,Financials,Investment Services,Asia,China,6.9,1.1,0.3,16.5,1579,http://www.forbes.com/companies/huatai-securities/,0.018181818,0.272727273,,,,,,,,,,,,
Kawasaki Kisen Kaisha,Industrials,Other Transportation,Asia,Japan,2,12.8,0.2,12.2,1580,http://www.forbes.com/companies/kawasaki-kisen-kaisha/,0.016393443,0.015625,,,,,,,,,,,,
STMicroelectronics,Information Technology,Semiconductors,Europe,Switzerland,8.3,8.1,-0.5,9.2,1581,http://www.forbes.com/companies/stmicroelectronics/,-0.054347826,-0.061728395,,,,,,,,,,,,
Fortis (Canada),Utilities,Electric Utilities,North America,Canada,6.1,3.9,0.4,16.9,1582,http://www.forbes.com/companies/fortis-canada/,0.023668639,0.102564103,,,,,,,,,,,,
Harbinger Group,Consumer Staples,Household/Personal Care,North America,United States,1.8,5.7,-0.1,28.8,1583,http://www.forbes.com/companies/harbinger-group/,-0.003472222,-0.01754386,,,,,,,,,,,,
J Front Retailing,Consumer Discretionary,Department Stores,Asia,Japan,3.6,12.2,0.3,10,1584,http://www.forbes.com/companies/j-front-retailing/,0.03,0.024590164,,,,,,,,,,,,
Porto Seguro,Financials,Diversified Insurance,South America,Brazil,4.6,6.2,0.7,8.6,1585,http://www.forbes.com/companies/porto-seguro/,0.081395349,0.112903226,,,,,,,,,,,,
Crescent Point Energy,Energy,Oil & Gas Operations,North America,Canada,14.6,2.8,0.1,12.3,1586,http://www.forbes.com/companies/crescent-point-energy/,0.008130081,0.035714286,,,,,,,,,,,,
Thai Oil,Energy,Oil & Gas Operations,Asia,Thailand,3.3,13.5,0.3,6.4,1587,http://www.forbes.com/companies/thai-oil/,0.046875,0.022222222,,,,,,,,,,,,
Weir Group,Industrials,Other Industrial Equipment,Europe,United Kingdom,8.9,3.8,0.5,5.2,1588,http://www.forbes.com/companies/weir-group/,0.096153846,0.131578947,,,,,,,,,,,,
Aberdeen Asset Management,Financials,Investment Services,Europe,United Kingdom,9.1,2.1,0.5,7.3,1589,http://www.forbes.com/companies/aberdeen-asset-management/,0.068493151,0.238095238,,,,,,,,,,,,
NVIDIA,Information Technology,Semiconductors,North America,United States,10.3,4.1,0.4,7.3,1589,http://www.forbes.com/companies/nvidia/,0.054794521,0.097560976,,,,,,,,,,,,
TDK,Information Technology,Electronics,Asia,Japan,5.4,9.9,0.1,12.5,1591,http://www.forbes.com/companies/tdk/,0.008,0.01010101,,,,,,,,,,,,
K+S,Materials,Diversified Chemicals,Europe,Germany,6.2,5.1,0.5,8.8,1592,http://www.forbes.com/companies/k-plus-s/,0.056818182,0.098039216,,,,,,,,,,,,
Harris,Information Technology,Communications Equipment,North America,United States,7.9,5,0.4,4.9,1593,http://www.forbes.com/companies/harris/,0.081632653,0.08,,,,,,,,,,,,
OCI,,,Europe,Netherlands,9.5,5.5,0.3,11.1,1593,http://www.forbes.com/companies/oci/,0.027027027,0.054545455,,,,,,,,,,,,
Forest Laboratories,Health Care,Pharmaceuticals,North America,United States,25.3,3.4,0.2,9.1,1595,http://www.forbes.com/companies/forest-laboratories/,0.021978022,0.058823529,,,,,,,,,,,,
Hyosung,Materials,Diversified Metals & Mining,Asia,South Korea,2.5,11.5,-0.2,12.9,1596,http://www.forbes.com/companies/hyosung/,-0.015503876,-0.017391304,,,,,,,,,,,,
DIA,Consumer Staples,Food Retail,Europe,Spain,5.9,13.1,0.3,4.6,1597,http://www.forbes.com/companies/dia/,0.065217391,0.022900763,,,,,,,,,,,,
Nishi-Nippon City Bank,Financials,Regional Banks,Asia,Japan,1.8,1.8,0.2,77.3,1597,http://www.forbes.com/companies/nishi-nippon-city-bank/,0.002587322,0.111111111,,,,,,,,,,,,
Minmetals Development,Industrials,Trading Companies,Asia,China,1.9,28.6,0.1,8.3,1597,http://www.forbes.com/companies/minmetals-development/,0.012048193,0.003496503,,,,,,,,,,,,
Expeditors International,Industrials,Air Courier,North America,United States,8,6.1,0.3,3,1600,http://www.forbes.com/companies/expeditors-international/,0.1,0.049180328,,,,,,,,,,,,
Hopson Development Holdings,Financials,Real Estate,Asia,Hong Kong,2.1,2,0.5,17.4,1601,http://www.forbes.com/companies/hopson-development/,0.028735632,0.25,,,,,,,,,,,,
77 Bank,Financials,Regional Banks,Asia,Japan,1.7,1.1,0.1,76.6,1602,http://www.forbes.com/companies/77-bank/,0.001305483,0.090909091,,,,,,,,,,,,
Eastman Kodak,Consumer Discretionary,Consumer Electronics,North America,United States,1.4,2.3,2,3.2,1603,http://www.forbes.com/companies/eastman-kodak/,0.625,0.869565217,,,,,,,,,,,,
Saudi Hollandi Bank,Financials,Regional Banks,Asia,Saudi Arabia,5.1,0.8,0.4,21.5,1603,http://www.forbes.com/companies/saudi-hollandi-bank/,0.018604651,0.5,,,,,,,,,,,,
Chugoku Bank,Financials,Regional Banks,Asia,Japan,2.6,1.2,0.3,66,1605,http://www.forbes.com/companies/chugoku-bank/,0.004545455,0.25,,,,,,,,,,,,
North Pacific Bank,Financials,Regional Banks,Asia,Japan,1.7,1.9,0.2,74.6,1606,http://www.forbes.com/companies/north-pacific-bank/,0.002680965,0.105263158,,,,,,,,,,,,
Lanxess,Materials,Diversified Chemicals,Europe,Germany,6.3,11,-0.2,9.4,1607,http://www.forbes.com/companies/lanxess/,-0.021276596,-0.018181818,,,,,,,,,,,,
OHL Group,Industrials,Construction Services,Europe,Spain,4.4,4.9,0.4,18.8,1608,http://www.forbes.com/companies/ohl-group/,0.021276596,0.081632653,,,,,,,,,,,,
Aspen Pharmacare Holdings,Health Care,Pharmaceuticals,Africa,South Africa,12.1,2.3,0.4,7.7,1608,http://www.forbes.com/companies/aspen-pharmacare-holdings/,0.051948052,0.173913043,,,,,,,,,,,,
Alexion Pharmaceuticals,Health Care,Biotechs,North America,United States,30.7,1.5,0.3,3.3,1610,http://www.forbes.com/companies/alexion-pharmaceuticals/,0.090909091,0.2,,,,,,,,,,,,
Subsea 7,Energy,Oil Services & Equipment,Europe,United Kingdom,6.1,6.3,0.3,10.4,1610,http://www.forbes.com/companies/subsea-7/,0.028846154,0.047619048,,,,,,,,,,,,
Airports of Thailand,Industrials,Other Transportation,Asia,Thailand,8.5,1.2,0.5,4.7,1612,http://www.forbes.com/companies/airports-of-thailand/,0.106382979,0.416666667,,,,,,,,,,,,
Bank of Kyoto,Financials,Regional Banks,Asia,Japan,3.1,1.1,0.2,73.6,1612,http://www.forbes.com/companies/bank-of-kyoto/,0.002717391,0.181818182,,,,,,,,,,,,
Burberry Group,Consumer Discretionary,Apparel/Accessories,Europe,United Kingdom,10.2,3.4,0.4,2.8,1614,http://www.forbes.com/companies/burberry-group/,0.142857143,0.117647059,,,,,,,,,,,,
Ezdan Holding Group,Financials,Real Estate,Asia,Qatar,11.6,0.3,0.3,11.3,1614,http://www.forbes.com/companies/ezdan-holding-group/,0.026548673,1,,,,,,,,,,,,
Cattolica Assicurazioni,Financials,Diversified Insurance,Europe,Italy,1.5,6,0.1,24.5,1616,http://www.forbes.com/companies/cattolica-assicurazioni/,0.004081633,0.016666667,,,,,,,,,,,,
Tech Data,Information Technology,Electronics,North America,United States,2.4,26.3,0.2,6.7,1617,http://www.forbes.com/companies/tech-data/,0.029850746,0.007604563,,,,,,,,,,,,
Tractor Supply,Consumer Discretionary,Specialty Stores,North America,United States,10,5.2,0.3,1.9,1618,http://www.forbes.com/companies/tractor-supply/,0.157894737,0.057692308,,,,,,,,,,,,
Hiroshima Bank,Financials,Regional Banks,Asia,Japan,2.6,1.3,0.2,69.4,1619,http://www.forbes.com/companies/hiroshima-bank/,0.002881844,0.153846154,,,,,,,,,,,,
Semen Indonesia,Materials,Construction Materials,Asia,Indonesia,8.7,2.3,0.5,2.5,1620,http://www.forbes.com/companies/semen-indonesia/,0.2,0.217391304,,,,,,,,,,,,
Tobu Railway,Industrials,Railroads,Asia,Japan,5.1,6,0.3,14.1,1621,http://www.forbes.com/companies/tobu-railway/,0.021276596,0.05,,,,,,,,,,,,
Crown Holdings,Materials,Containers & Packaging,North America,United States,6.3,8.7,0.3,8,1622,http://www.forbes.com/companies/crown-holdings/,0.0375,0.034482759,,,,,,,,,,,,
Banca Popolare di Milano,Financials,Regional Banks,Europe,Italy,3.2,2.9,0,68,1622,http://www.forbes.com/companies/banca-popolare-di-milano/,0,0,,,,,,,,,,,,
Gunma Bank,Financials,Regional Banks,Asia,Japan,2.5,1.3,0.2,67.8,1624,http://www.forbes.com/companies/gunma-bank/,0.002949853,0.153846154,,,,,,,,,,,,
Franshion Properties (China),Financials,Consumer Financial Services,Asia,Hong Kong,3.1,2.7,0.5,15.6,1625,http://www.forbes.com/companies/franshion-properties-china/,0.032051282,0.185185185,,,,,,,,,,,,
Cliffs Natural Resources,Materials,Iron & Steel,North America,United States,3.1,5.6,0.4,13.1,1626,http://www.forbes.com/companies/cliffs-natural-resources/,0.030534351,0.071428571,,,,,,,,,,,,
China Communications Services,Telecommunication Services,Telecommunications services,Asia,China,3.1,11.1,0.4,8,1626,http://www.forbes.com/companies/china-communications-services/,0.05,0.036036036,,,,,,,,,,,,
Alaska Air Group,Industrials,Airline,North America,United States,6.5,5.2,0.5,5.8,1628,http://www.forbes.com/companies/alaska-air-group/,0.086206897,0.096153846,,,,,,,,,,,,
Bank Muscat,Financials,Regional Banks,Asia,Oman,4,1.1,0.4,22,1629,http://www.forbes.com/companies/bank-muscat/,0.018181818,0.363636364,,,,,,,,,,,,
JB Hunt Transport,Industrials,Trucking,North America,United States,8.6,5.6,0.3,2.8,1630,http://www.forbes.com/companies/jb-hunt-transport/,0.107142857,0.053571429,,,,,,,,,,,,
Nabors Industries,Energy,Oil Services & Equipment,North America,Bermuda,7.3,6.2,0.1,12.2,1631,http://www.forbes.com/companies/nabors-industries/,0.008196721,0.016129032,,,,,,,,,,,,
SNC-Lavalin Group,Industrials,Construction Services,North America,Canada,6.7,7.7,0,11.1,1632,http://www.forbes.com/companies/snc-lavalin-group/,0,0,,,,,,,,,,,,
Federal Grid of UES,Utilities,Electric Utilities,Asia,Russia,2.8,4.8,-0.2,38.3,1633,http://www.forbes.com/companies/federal-grid-of-ues/,-0.005221932,-0.041666667,,,,,,,,,,,,
SK Networks,Industrials,Trading Companies,Asia,South Korea,2.2,23.7,-0.5,8.4,1634,http://www.forbes.com/companies/sk-networks/,-0.05952381,-0.021097046,,,,,,,,,,,,
NCR,Information Technology,Computer Hardware,North America,United States,6.1,6.1,0.4,8.1,1635,http://www.forbes.com/companies/ncr/,0.049382716,0.06557377,,,,,,,,,,,,
Bank Audi,Financials,Regional Banks,Asia,Lebanon,2.2,2.3,0.3,36.2,1636,http://www.forbes.com/companies/bank-audi/,0.008287293,0.130434783,,,,,,,,,,,,
Central Bank of India,Financials,Regional Banks,Asia,India,1.1,4.3,0.2,49.5,1637,http://www.forbes.com/companies/central-bank-of-india/,0.004040404,0.046511628,,,,,,,,,,,,
Masco,Materials,Construction Materials,North America,United States,8,8.2,0.3,6.9,1638,http://www.forbes.com/companies/masco/,0.043478261,0.036585366,,,,,,,,,,,,
BS Financial Group,Financials,Investment Services,Asia,South Korea,2.8,2.2,0.3,44.5,1638,http://www.forbes.com/companies/bs-financial-group/,0.006741573,0.136363636,,,,,,,,,,,,
CorpBanca,Financials,Regional Banks,South America,Chile,4,2.3,0.3,33.3,1638,http://www.forbes.com/companies/corpbanca/,0.009009009,0.130434783,,,,,,,,,,,,
China National Materials,Industrials,Other Industrial Equipment,Asia,China,0.7,8.5,0.1,15.6,1641,http://www.forbes.com/companies/china-national-materials/,0.006410256,0.011764706,,,,,,,,,,,,
Maanshan Iron & Steel,Materials,Iron & Steel,Asia,China,2,12,0,11.8,1642,http://www.forbes.com/companies/maanshan-iron-steel/,0,0,,,,,,,,,,,,
G4S,Industrials,Security Systems,Europe,United Kingdom,6.3,11.6,-0.6,8.9,1642,http://www.forbes.com/companies/g4s/,-0.06741573,-0.051724138,,,,,,,,,,,,
Twitter,,,North America,United States,27.6,0.7,-0.6,3.4,1644,http://www.forbes.com/companies/twitter/,-0.176470588,-0.857142857,,,,,,,,,,,,
Liberbank,Financials,Regional Banks,Europe,Spain,1.8,2,0.1,61.4,1645,http://www.forbes.com/companies/liberbank/,0.001628664,0.05,,,,,,,,,,,,
First Niagara Financial,Financials,Thrifts & Mortgage Finance,North America,United States,3.4,1.6,0.3,37.8,1646,http://www.forbes.com/companies/first-niagara-financial/,0.007936508,0.1875,,,,,,,,,,,,
Thomas Cook Group,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,4.4,14.5,-0.3,10.2,1647,http://www.forbes.com/companies/thomas-cook-group/,-0.029411765,-0.020689655,,,,,,,,,,,,
Grupo Elektra,Information Technology,Computer & Electronics Retail,North America,Mexico,7.3,5.6,0.1,13.4,1647,http://www.forbes.com/companies/grupo-elektra/,0.007462687,0.017857143,,,,,,,,,,,,
Netflix,Consumer Discretionary,Internet & Catalog Retail,North America,United States,21.8,4.4,0.1,5.4,1647,http://www.forbes.com/companies/netflix/,0.018518519,0.022727273,,,,,,,,,,,,
Petrovietnam Gas,,,Asia,Vietnam,7.5,3.1,0.6,2.4,1650,http://www.forbes.com/companies/petrovietnam-gas/,0.25,0.193548387,,,,,,,,,,,,
Sumitomo Rubber,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,3.3,8,0.5,8.3,1651,http://www.forbes.com/companies/sumitomo-rubber/,0.060240964,0.0625,,,,,,,,,,,,
Yandex NV,Information Technology,Computer Services,Europe,Netherlands,10.2,1.2,0.4,2.2,1651,http://www.forbes.com/companies/yandex-nv/,0.181818182,0.333333333,,,,,,,,,,,,
Aareal Bank,Financials,Thrifts & Mortgage Finance,Europe,Germany,2.7,1.3,0.2,59.2,1653,http://www.forbes.com/companies/aareal-bank/,0.003378378,0.153846154,,,,,,,,,,,,
Banco BPI,Financials,Regional Banks,Europe,Portugal,3.8,1.4,0.1,58.8,1654,http://www.forbes.com/companies/banco-bpi/,0.00170068,0.071428571,,,,,,,,,,,,
China Gezhouba,Industrials,Construction Services,Asia,China,2.9,9.1,0.3,14,1655,http://www.forbes.com/companies/china-gezhouba/,0.021428571,0.032967033,,,,,,,,,,,,
JC Penney,Consumer Discretionary,Department Stores,North America,United States,2.7,11.9,-1.4,11.8,1655,http://www.forbes.com/companies/jc-penney/,-0.118644068,-0.117647059,,,,,,,,,,,,
Aurizon Holdings,Industrials,Railroads,Australia,Australia,10.1,3.7,0.4,9.3,1657,http://www.forbes.com/companies/aurizon-holdings/,0.043010753,0.108108108,,,,,,,,,,,,
Banca CARIGE,Financials,Thrifts & Mortgage Finance,Europe,Italy,2,1.8,-2,58.1,1657,http://www.forbes.com/companies/banca-carige/,-0.034423408,-1.111111111,,,,,,,,,,,,
Tesla Motors,,,North America,United States,26.7,2,-0.1,2.4,1657,http://www.forbes.com/companies/tesla-motors/,-0.041666667,-0.05,,,,,,,,,,,,
Israel Discount Bank,Financials,Regional Banks,Asia,Israel,2,2.7,0.2,57.8,1660,http://www.forbes.com/companies/israel-discount-bank/,0.003460208,0.074074074,,,,,,,,,,,,
A2A,Utilities,Electric Utilities,Europe,Italy,4.1,7.1,0.1,17.6,1661,http://www.forbes.com/companies/a2a/,0.005681818,0.014084507,,,,,,,,,,,,
Blom Bank,Financials,Regional Banks,Asia,Lebanon,1.9,1.6,0.3,26.2,1661,http://www.forbes.com/companies/blom-bank/,0.011450382,0.1875,,,,,,,,,,,,
Huntsman,Materials,Diversified Chemicals,North America,United States,6,11.1,0.1,9.2,1663,http://www.forbes.com/companies/huntsman/,0.010869565,0.009009009,,,,,,,,,,,,
JTEKT,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,5.1,12.5,0.2,10.6,1664,http://www.forbes.com/companies/jtekt/,0.018867925,0.016,,,,,,,,,,,,
Waters,,Precision Healthcare Equipment,North America,United States,9.3,1.9,0.4,3.6,1665,http://www.forbes.com/companies/waters/,0.111111111,0.210526316,,,,,,,,,,,,
E.Sun Financial,Financials,Consumer Financial Services,Asia,Taiwan,3.5,1.2,0.3,45.1,1666,http://www.forbes.com/companies/esun-financial/,0.006651885,0.25,,,,,,,,,,,,
Almarai,Consumer Staples,Food Processing,Asia,Saudi Arabia,10.4,3,0.4,6.2,1667,http://www.forbes.com/companies/almarai/,0.064516129,0.133333333,,,,,,,,,,,,
BOE Technology Group,Information Technology,Electronics,Asia,China,4.8,5.4,0.4,14.8,1668,http://www.forbes.com/companies/boe-technology-group/,0.027027027,0.074074074,,,,,,,,,,,,
SL Green Realty,Financials,Real Estate,North America,United States,9.6,1.5,0.1,15,1669,http://www.forbes.com/companies/sl-green-realty/,0.006666667,0.066666667,,,,,,,,,,,,
Banrisul,Financials,Regional Banks,South America,Brazil,2.3,3.6,0.4,22.6,1670,http://www.forbes.com/companies/banrisul/,0.017699115,0.111111111,,,,,,,,,,,,
Equity Assurance,,,Africa,Nigeria,0,0,0,54.3,1670,http://www.forbes.com/companies/equity-assurance/,0,NaN,,,,,,,,,,,,
Juroku Bank,Financials,Regional Banks,Asia,Japan,1.3,1.1,0.1,54.2,1672,http://www.forbes.com/companies/juroku-bank/,0.001845018,0.090909091,,,,,,,,,,,,
Ruentex Industries,,,Asia,Taiwan,2.3,2.6,1.5,3.9,1673,http://www.forbes.com/companies/ruentex-industries/,0.384615385,0.576923077,,,,,,,,,,,,
Atco,Utilities,Electric Utilities,North America,Canada,5.5,4.2,0.4,15.1,1674,http://www.forbes.com/companies/atco/,0.026490066,0.095238095,,,,,,,,,,,,
Salzgitter,Materials,Iron & Steel,Europe,Germany,2.4,12.3,-0.7,11.1,1674,http://www.forbes.com/companies/salzgitter/,-0.063063063,-0.056910569,,,,,,,,,,,,
Ashikaga Holdings,Financials,Regional Banks,Asia,Japan,1.5,1.1,0.2,53.9,1676,http://www.forbes.com/companies/ashikaga-holdings/,0.003710575,0.181818182,,,,,,,,,,,,
Ziggo,,,Europe,Netherlands,8.9,2.1,0.5,7.3,1677,http://www.forbes.com/companies/ziggo/,0.068493151,0.238095238,,,,,,,,,,,,
Bolsas & Mercados,Financials,Investment Services,Europe,Spain,3.4,0.4,0.2,53.6,1678,http://www.forbes.com/companies/bolsas-mercados/,0.003731343,0.5,,,,,,,,,,,,
Thanachart Capital,Financials,Regional Banks,Asia,Thailand,1.4,2.4,0.3,32,1679,http://www.forbes.com/companies/thanachart-capital/,0.009375,0.125,,,,,,,,,,,,
Brilliance China Automotive Holdings,,,Asia,Hong Kong,7.7,1,0.5,3.1,1680,http://www.forbes.com/companies/brilliance-china-automotive-holdings/,0.161290323,0.5,,,,,,,,,,,,
Halyk Bank,Financials,Regional Banks,Asia,Kazakhstan,2.2,1.7,0.5,16.3,1681,http://www.forbes.com/companies/halyk-bank/,0.030674847,0.294117647,,,,,,,,,,,,
ARM Holdings,Information Technology,Semiconductors,Europe,United Kingdom,24.5,1.1,0.2,2.7,1682,http://www.forbes.com/companies/arm-holdings/,0.074074074,0.181818182,,,,,,,,,,,,
ProSiebenSat1 Media,Consumer Discretionary,Broadcasting & Cable,Europe,Germany,9.9,3.5,0.4,4.9,1683,http://www.forbes.com/companies/prosieben-sat1-media/,0.081632653,0.114285714,,,,,,,,,,,,
Hyundai Hysco,Materials,Iron & Steel,Asia,South Korea,1.2,3.7,1.5,5.2,1684,http://www.forbes.com/companies/hyundai-hysco/,0.288461538,0.405405405,,,,,,,,,,,,
Shionogi & Co.,Health Care,Pharmaceuticals,Asia,Japan,6.1,3,0.8,5.9,1684,http://www.forbes.com/companies/shionogi-co/,0.13559322,0.266666667,,,,,,,,,,,,
Sega Sammy Holdings,Consumer Discretionary,Recreational Products,Asia,Japan,5.8,4.3,0.8,5.5,1686,http://www.forbes.com/companies/sega-sammy-holdings/,0.145454545,0.186046512,,,,,,,,,,,,
WABCO Holdings,Consumer Discretionary,Auto & Truck Parts,North America,United States,6.6,2.7,0.7,2.4,1687,http://www.forbes.com/companies/wabco-holdings/,0.291666667,0.259259259,,,,,,,,,,,,
Imperial Holdings,Industrials,Conglomerates,Africa,South Africa,3.7,10.2,0.4,5.4,1687,http://www.forbes.com/companies/imperial-holdings/,0.074074074,0.039215686,,,,,,,,,,,,
Senshu Ikeda Holdings,Financials,Regional Banks,Asia,Japan,1.1,1,0.1,50.7,1687,http://www.forbes.com/companies/senshu-ikeda-holdings/,0.001972387,0.1,,,,,,,,,,,,
Hugo Boss,Consumer Discretionary,Apparel/Accessories,Europe,Germany,9.2,3.2,0.4,2.1,1690,http://www.forbes.com/companies/hugo-boss/,0.19047619,0.125,,,,,,,,,,,,
Magnitogorsk Iron & Steel,Materials,Iron & Steel,Asia,Russia,1.8,8.4,-0.4,14.4,1691,http://www.forbes.com/companies/magnitogorsk-iron/,-0.027777778,-0.047619048,,,,,,,,,,,,
Nanto Bank,Financials,Regional Banks,Asia,Japan,1,0.8,0.1,49.7,1692,http://www.forbes.com/companies/nanto-bank/,0.002012072,0.125,,,,,,,,,,,,
ASM International N.V.,Information Technology,Semiconductors,Europe,Netherlands,2.6,0.8,1.4,2.1,1693,http://www.forbes.com/companies/asm-international-nv/,0.666666667,1.75,,,,,,,,,,,,
Emirates Integrated Telecom,Telecommunication Services,Telecommunications services,Asia,United Arab Emirates,7.5,2.9,0.5,4.4,1694,http://www.forbes.com/companies/emirates-integrated-telecom/,0.113636364,0.172413793,,,,,,,,,,,,
BayWa,Consumer Discretionary,Specialty Stores,Europe,Germany,2,19.5,0.2,6.9,1695,http://www.forbes.com/companies/baywa/,0.028985507,0.01025641,,,,,,,,,,,,
Affiliated Managers Group,Financials,Investment Services,North America,United States,11.3,2.2,0.4,6.3,1696,http://www.forbes.com/companies/affiliated-managers-group/,0.063492063,0.181818182,,,,,,,,,,,,
IDB Holding,Financials,Investment Services,Asia,Israel,0,8.9,-0.1,13.4,1697,http://www.forbes.com/companies/idb-holding/,-0.007462687,-0.011235955,,,,,,,,,,,,
China Agri-Industries,Materials,Diversified Chemicals,Asia,Hong Kong,2.1,12.2,0.2,10.7,1698,http://www.forbes.com/companies/china-agri-industries/,0.018691589,0.016393443,,,,,,,,,,,,
Qatar Islamic Bank,Financials,Regional Banks,Asia,Qatar,4.9,0.8,0.4,21.2,1699,http://www.forbes.com/companies/qatar-islamic-bank/,0.018867925,0.5,,,,,,,,,,,,
LinkedIn,Information Technology,Computer Services,North America,United States,22.7,1.5,0,3.4,1700,http://www.forbes.com/companies/linkedin/,0,0,,,,,,,,,,,,
Lindt & Sprungli,Consumer Staples,Food Processing,Europe,Switzerland,13.2,3.1,0.3,4.4,1700,http://www.forbes.com/companies/lindt-sprungli/,0.068181818,0.096774194,,,,,,,,,,,,
PBF Energy,Energy,Oil & Gas Operations,North America,United States,3,19.2,0,4.4,1702,http://www.forbes.com/companies/pbf-energy/,0,0,,,,,,,,,,,,
Hyakugo Bank,Financials,Regional Banks,Asia,Japan,1,0.8,0.1,48.1,1702,http://www.forbes.com/companies/hyakugo-bank/,0.002079002,0.125,,,,,,,,,,,,
Pacific Rubiales Energy,Energy,Oil & Gas Operations,North America,Canada,5.9,4.6,0.4,11.2,1704,http://www.forbes.com/companies/pacific-rubiales-energy/,0.035714286,0.086956522,,,,,,,,,,,,
Far Eastern New Century,Materials,Diversified Chemicals,Asia,Taiwan,5.6,8,0.2,12.3,1705,http://www.forbes.com/companies/far-eastern-new-century/,0.016260163,0.025,,,,,,,,,,,,
Reliance Steel,Materials,Iron & Steel,North America,United States,5.5,9.2,0.3,7.3,1705,http://www.forbes.com/companies/reliance-steel/,0.04109589,0.032608696,,,,,,,,,,,,
Ayala,Industrials,Conglomerates,Asia,Philippines,7.9,3.2,0.3,13.5,1707,http://www.forbes.com/companies/ayala/,0.022222222,0.09375,,,,,,,,,,,,
CJ Cheiljedang,Consumer Staples,Food Processing,Asia,South Korea,3.6,9.9,0.1,12.3,1707,http://www.forbes.com/companies/cj-cheiljedang/,0.008130081,0.01010101,,,,,,,,,,,,
Polyus Gold International,Materials,Diversified Metals & Mining,Europe,United Kingdom,10.3,2.6,0.4,5.4,1709,http://www.forbes.com/companies/polyus-gold-international/,0.074074074,0.153846154,,,,,,,,,,,,
Pinnacle West,Utilities,Electric Utilities,North America,United States,6,3.5,0.4,13.5,1709,http://www.forbes.com/companies/pinnacle-west/,0.02962963,0.114285714,,,,,,,,,,,,
BOK Financial,Financials,Regional Banks,North America,United States,4.9,1.3,0.3,27,1711,http://www.forbes.com/companies/bok-financial/,0.011111111,0.230769231,,,,,,,,,,,,
Hudson City Bancorp,Financials,Thrifts & Mortgage Finance,North America,United States,5.2,1.4,0.2,38.6,1712,http://www.forbes.com/companies/hudson-city-bancorp/,0.005181347,0.142857143,,,,,,,,,,,,
Guaranty Trust Bank,Financials,Regional Banks,Africa,Nigeria,4.7,1.5,0.6,13.1,1713,http://www.forbes.com/companies/guaranty-trust-bank/,0.045801527,0.4,,,,,,,,,,,,
Ogaki Kyoritsu Bank,Financials,Regional Banks,Asia,Japan,1,1,0.1,46.3,1713,http://www.forbes.com/companies/ogaki-kyoritsu-bank/,0.002159827,0.1,,,,,,,,,,,,
